cleaned_text,text_length
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这个是应该视频科普下 虽然公众号上讲过。现在很多人被蛊惑 一说起来男性结扎就是无害、极低风险 但其实根本没这么安全。当然了 男性结扎是要大大优于女性结扎的 但只适合确定无生育计划的男性 因为复通率并没有达到很高的水平 附睾淤积等风险不能算极低。多积累知识 选择最适合的避孕方法。而如果婚后确定要结扎 男性要比女性更适合一点。,162
其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。,76
这有啥男性的评论寿命是没女性长的！ 阳气都滋润女性去了 性生活质量好的家庭女的气色绝对不会太差,47
年轻时最好别做，结婚生子之后或者三四十岁依然没有生育意愿再考虑,31
哈哈，至于吗，上环折磨人，女的结扎也是终身副作用，就男的结扎没啥副作用，又不疼，爱老婆又不想要二胎不正完美吗,54
婚后要是不想生育我直接结扎，或者要个漂亮闺女帅气儿子再来,28
别为了拳而拳，有过×生活的都知道男性除了结扎就是TT，选择结扎的也不多而且除了无法生育也没有其他伤害,50
倒也有别的，尿血发炎肿胀，都有可能。你的语气之轻飘飘让人感觉仿佛由女性避孕结果子宫坏死不能生育什么的也不是很可怕的后果了,60
你真的了解清楚了吗？而不是通过片面的信息？女性上环带来的伤害被你说得怎么轻轻松松，上环带来的危害比男性结扎的危害多得多。女性上环最致命的危害可以严重到危害生命，上环时间久了可能会长在肉里，流血带来疼痛，也会带来很多妇科疾病。男性结扎最严重的就是复通不了，但预防生育问题可以去储存jingz,144
除了无法生育没有别的伤害……这个角度真行,20
男的需要承担什么啊，怀孕人流生产不都是女生承担的吗🤔，如果男的真的需要承担很大避孕事宜，早就研发出各种男性避孕药了。避孕药（血栓）和上环（出血，提高患癌概率）都有很大风险，有生育需求戴套，没有生育需要男性结扎，这是最优解了。另外，男性结扎手术非常快，且在体外风险很低。,134
因为很多年轻时决定丁克的家庭在十年之后都会想要孩子……,27
可以不生，生育是选择，不是责任,15
你这个问题问出来你代表你不知道丁克是什么意思，去百度查一下,29
层主说了丁克啊,7
如果两个人都是丁克，而且商量好了，没什么不可以的呀,25
你百度一下高龄产是多少岁前面能年轻几年,19
怀不上和高龄产妇可是两个概念，二者可是差了靠近十五年,26
女性三十几岁开始生育机能就开始下局了，我一个同事快35了想要孩子，医生说你现在已经有点晚了，现在只能慢慢调理，慢慢怀了,59
楼主有说啊，年轻的时候不想要 过几年就高龄了，不好怀了,27
可以买宫颈帽或去结扎（想要生育时可以做人工取卵）,24
就舒服啊，咋了？没这种事人类都灭绝了。再说了，只要有钱不结婚，女的可不会吃亏，单身生育不行？反倒是男的做了借种工具，都不知道谁是自己的孩子。所以吃亏的永远都是没钱没本事的那一方，那跟性别无关。,96
出轨不能离婚的,7
因为国外不想要孩子，养一个孩子费时费力，还有就是离婚的话要支付大笔钱，这是我听过的比较靠谱的说法,48
不是找男友难，不要忽视单身，不婚族和丁克家庭这些 群体。,28
不是找男友难，不要忽视单身，不婚族和丁克家庭这些 群体。,28
拒绝内卷 提倡外翻,9
学姐，最新研发出了男性避孕针，一针下去10年内不可有生育能力，为啥没提到呢，女性好多避孕方法确实没听说过,52
那个有个印度的药本来想说的 但是临床实验里也的确出现过不可逆的生育能力丧失..当然这也是在印度做的临床实验你理解吗 等普及到相对发达国家还很长的路,73
真的真的要考虑好目前有没有能力生育下一代 刚结婚还没有稳定下来就生育真的很不建议,40
毕竟它创造了一门生意嘛，你想想从gov的角度来看，生了孩子，是劳动力，你自己会更努力赚钱养家，增加了GDP；中了不生去人liu，人多了，也就有了一门产业了。创造了就业岗位岂不是双赢。。（想法有点妖，不要在意,103
现在的人经历了三十五年的计划生育，已经不会好像老一辈那样生那么多孩子了，生育多个孩子已经变成了中国曾经的历史了，随着生活压力节奏加快，以后使用避孕套的群体将会越来越少，现在的年轻人都快无欲望生活了，就是不谈恋爱不结婚生子，我觉得不使用避孕套没啥不好，还不用每天担惊受怕怀孕，也不需要去流产和生产，大吉大利省下来了避孕套的钱，没钱买避孕套使用,170
生育率低：推广避孕避孕套的后果,15
求个毛线 分居两年就判定感情破裂可以离婚了 一方再怎么赖皮拖两年就离了,35
我们街道以前有个凤凰男 结婚的时候人模人样的 结婚两年就暴露本性开始打老婆 那阿姨家里有钱都拿他没办法 有钱的怕不要命的 那男的拿着刀去过她娘家 跟她弟弟打过架 她弟弟被打进医院 找警察 警察也以家务事为由不管 想离婚离了很多年都没有离成 天天挨打 躲到西藏都被找到了 最后直接去庙里当了姑子 那凤凰男隔天就带着小三住到那阿姨家里了 后来那阿姨死了 到死都没离成婚 自己的两套房子还被那男的霸占着 那男的也不上班 租一套住一套 其实那房子有一套是分给她娘家的 只是那家人根本不敢去要 这件事是真真切切发生在我身边的 现在离婚应该会比他们那时候容易点 但是很多时候具体事是没办法一概而论的,293
而且不是所有人都生活在一个环境 受到同等教育 接收同样的三观 有些偏远地方的观念甚至……未走他人路，莫替他人言 举了身边一个真实的例子 只是在说离婚的难易没办法一概而论,84
这世界上肯定是永远有恶的，但不能否认教化加害者的重要性，治病要除根。别一味的否认这种东西存在的合理性了朋友…女性肯定是要学会保护自己的，但这种视频显然不是针对的问题的这方面。你可以在一个教女子防身术的视频下说女生要如何保护自己但这里不合适。就像你在一个呼吁不要歧视同性恋的视频底下说世界是不会改变的别天真了，永远有这么多人要歧视你，好好想想怎么保护自己吧。,178
女性被男权社会洗脑这么多年厌女思想严重很正常，不然哪有媳妇熬成婆一说呢，既得利者都是男性啊，不过能觉醒就是会越变越好的 而且，从另外一个角度上说，是因为没有接触到男性，或者男性不屑于和女性竞争（有男权社会的男性特权），他们是在另外一个快速通道。你会发现因为竞争和嫉妒，你一旦威胁到他们利益，恶意可一点都不少啊，比如荡妇歧视之类的，所有女性的一切都可以用来当做攻讦你的手段，包括默认的和男性自发的。,198
突然想到之前有一次和朋友出门，化了妆，口红涂的是番茄红，也没有特别红，薄涂，然后一个农民工向我们问路（没有歧视农民工的意思）但是他说我嘴涂的红红的很丑，我当时都快哭了，我化什么妆关他什么事啊,95
女性穿高跟鞋本来就是象征着平权。 “高跟鞋最初是设计给男人们穿的。 男装女穿的例子在时装史上屡见不鲜。引用 Will Smith 在电影“黑衣人”中的说法就是，“那些衣服能让女人们变好看!”所以，不管是单宁或是西装套装，女人们早就肆无忌惮的踏入了男性时装领域。 征服本来属于男人的高跟鞋大概也是出于这样的心理。 是的，你没有看错，作为女人性感的代名词的高跟鞋本来是设计给男人穿的! 有记录可查，最初在古埃及时期，屠夫们穿着高跟鞋执行死刑，高跟可以避免鞋子被鲜血染湿。我们不难联想到红底鞋 C.Louboutins 的由来。到15世纪，士兵骑马的时候也穿高跟鞋确保蹬实在马鞍蹬上。 后来，高跟鞋的出现渐渐引起了欧洲贵族们的注意。贵族们觉得，高出的鞋跟可以表明他们超出一般的财富和地位，而且行动不便的鞋子也是表明他们无需付出劳动的高等生活方式。 在16世纪的意大利，妓女们流行穿起了高跟鞋。于是高跟鞋变成了一个性别不明的、放浪不羁的形象代表。 直至妇女解放运动的开展才把高跟鞋带上正路，被大众所接受。 后来的很长一段时间，男人女人都沉迷于高跟鞋。 与其说高跟鞋是攻击女性的设计产物，不如说是女性更高权利地位的象征更准确。 最后的结论就是：高跟鞋并不是一个女性歧视的标志，而是解放女性、呼吁女人和男人平等地位的设计产物。”,558
“男性的子集”，我从来没说我过，我也没有任何表达这种意思的言辞吧。 “第一批步入职场的女性的着装是男性要求的”，我也不知道你是从哪里得出这样的结论的。 就像是筛子筛石头一样，大的被拦住了，小的过去了。然后大的埋怨因为小的存在所以不能被“筛”过去。这是原因吗？ 的确，社会中存在很多性别矛盾，但真得是因为性别吗？只是表现在性别而已，原因还得深究。强制穿高跟鞋，制服，那是你在公司，在机关，在企业。难道家里没有男性？大街上没有男性？公园里没有男性？……这些地方强制你穿制服、高跟鞋了？是公司的制度强制你穿的，是公司的逐利性让你穿的，是老板让你穿的，不是男性让你穿的。因为你是女性，你会有孕期，会有月经，会因此耽误公司的工期，不能让公司的利润最大化，所以老板少有的选择女性，所以女性在职场受到的歧视较多，是男性选择的吗？并不是，是老板营建的公司机制选择的，是老板追求利益选择的，是社会发展需求选择的。这就是那个“筛子”，而我们，男男女女，就是那大大小小的石子。本质上，这就是生产力和生产关系的矛盾。封建时期，女性的地位远不如现在？为什么？因为传统的生产方式多是下苦力，所以在这一方面有优势的男性地位就“被抬高”，这也是为什么“重男轻女”的直接原因。而现在，很多工作被机器代替，解放了部分生产力，很多工作女性可以做了，所以女性地位高了……直到现在，一直主要都是这个原因。因为仍然还是生产力和生产关系之间的矛盾。 所以为什么总说是“妇女解放运动”，解放的是什么？就是妇女的生产力。而不是什么“女权运动”，这两者有本质区别。 诚然，我认为男女之间确实有真正的“性别不公”，就是女性可以生孩子，男性不可以，除此无他。在此基础上，一个安全套的发明比一场又一场的女权运动伟大的多。,731
那里面的女性设定简直凶残，既有生育能力，战斗力和体格还强悍的一比,32
他们只需要在电影里忍受几分钟就可以回到那充满性别歧视的世界里享受了，但这几分钟都不允许。,44
是我，马上离婚,7
其实这是很多女性的通病，结了婚，再有了小孩就真的很容易‘’认命‘’，你问她为什么不离婚她也说不出具体理由，就得过且过，想不到改变，也觉得自己没能力改变，就是在环境里软化久了，硬不起来,91
这还不离婚，无法理解,10
擦亮眼睛看的是三观，是原生家庭，是根深蒂固的思想！是品行背后本质的思想根基！不是表面的礼貌问题！行为可以修饰，思想和原生家庭不能！透过行为和话语看本质！这才是眼光！不是眼睛看到表象！眼光要脑子的，眼睛只需要视力！,106
我这种强势基因直接不婚育 不会为孩子奉献的,21
侏儒症一般都没有生育能力的 不用买套子,19
真的有，办公室一个男同事，简直恶心。说什么女的上环方便（今年他老婆和他离婚了）,39
太可怕嘞，老公的朋友生完小孩上了环，带了五年，说上了没感觉，该干啥干啥，后来准备要二胎摘了，她是这么跟我说的，医生在她身体里找了好一会儿，最后把环揪下那一下觉得心也跟着揪了一下！这句话真的是我的心理阴影，，,103
emmm，这医生是不是穿越啦，国家鼓励二胎呢。或者你可以告诉他，你老公结扎了,38
我一个学员也是生完二胎上环了，上环后半年月经都是不正常的，一来就来半个月，我真是惊了，现在为什么还有女的这么愿意受委屈，生了两个孩子了，已经付出这么大的身体损失了，居然不是老公去结扎，居然是自己去吃上环的苦。我真是觉得可悲可笑。,114
这里是六月份，刚通过三胎没几天，却看到一月份的评论还在讨论一个娃取环要罚款，就很讽刺,42
现在不是放开三胎了吗？怎么生一胎也要带环吗？,22
我妈一个同事离婚后一直怀不上，后来才知道是前夫的妈妈和医生在未通知她的情况下就给她上了环（找了一个什么借口的），离婚后也没告诉她，还是后来去检查才知道的,76
等你结婚后，也没法因丈夫不做措施这个理由而离婚,23
那男女只会更加平等哦，男性地位就不会有那么高了。在职场上，很多对女性的歧视原因就是女性有生育能力，可能会随时放弃工作回家生孩子。如果男人也能生了，大家都一样就不会歧视了哦,85
现在的女人都是雌雄同体了？？？自己给自己受精嘛，而且说真的，自从男多女少言论出来以后，普通的男人比牛羊好不到哪去，妥妥的工具人不是吗？以前结婚好歹女孩子还能出个3.40%的钱一起买个房，或者装潢，或者买车当嫁妆，2012年以后，绝大多数都是没有了。房车彩礼基本全是男方的了。所以现在很多男人都选择不婚不育不谈恋爱了，选择独自安好，毕竟结个婚倾家荡产负债累累，自赚钱自己花，舒舒服服一辈子也很好。 我说的是大多数，不是全部，别杠啊。,215
同问，一个选择丁克的女人就能变成男人吗？建议去问DNA哦亲。,30
噗 歧视？ 不安心养胎 是对谁负责啊 说到底还是资本的运作 因为产假是带薪休假 资本不愿意而且 这都能扯到男女歧视 看来是个脑拳啊,65
不过说真的兄弟，你说的还真有可能实现，就是改良人类体质，最后男女都能达到同一水平，那真的挺好的，这样女性也能自由选择是当ol还是建筑工人，是当空姐还是机长了，不想做和想做被拒差别还是挺大的。我的愿望怕是不能实现了，现在科学家已经在研究人造子宫了，移植在男性身上有点多此一举，浪费科学资源，不过人造子宫普及也挺好的，起码女性不用受生育之苦，唯一有点遗憾就是不能让男性体验一下男妈妈和产假的快乐。不过以后说不定会出妊娠模拟器，免得父母觉得小孩来的太容易，不上心。谁知道呢，未来一切皆有可能~,243
我见过的女性都想要腹肌马甲线哦，如果不用练就能有真是太好了，没有肌肉的时候腰围和腿围说不定更粗2333。战争的话我记得是有女兵的吧，还有女特工，如果到了战争爆发的时候，你又怎么知道不会有女性上战场呢，就我个人而言，假如我的母亲被人害死了，我可以和施害者拼命。假如如你所愿男女体质一样的话，如我所愿男女。都能生育，征兵的时候应该也不会仅限男性。你最后问我的问题，我同样拿来反问你。,189
支持只要大家都一样就不会有歧视了，除非有人比运气了非酋还是难受啊,32
但是现在的双性人都受到了很多歧视，在学校里还会被霸凌,26
那是因为少数群体，当双性人成为大多数群体的时候，可能单性人就会成为被歧视一方,38
……1.她是从两个月被拖到七个月的。2.非得需要父母和男朋友开条才能流产就是你说的中国女性有生育自主权么。3.非要无关人等同意才能流产，这跟对女性的生命安全负责有什么关系？对生命安全负责医生做医学判断就好了，为什么男朋友不同意就不能流产？,119
他们本不想生女孩 不是生闺女为了卖钱 而是 生了个女孩所以只能这么处理了……你问他们他们可能都很委屈很无奈……,55
不知道生闺女有啥不好，我就想生个闺女，我女友也喜欢闺女（当然，如果生儿子也一样，没区别）那些人可能是太在乎传宗接代了，实际上传宗接代不应该是压倒自己的任务。,78
我是我们家的二胎，然后生我的时候，妈妈已经32岁了，当时也算是高龄产妇了叭，然后医院可能建议带环吧，但是妈妈那个时候生我挺危险的，后来爸爸去做了结扎手术，可能那时候的政策就是让带环吧……,93
那时候是强制上环，大城市的居民可能还好点，地方城镇都是强制已生育女性通通上环,38
虽然abo设定挺有趣的，但是感觉以现在的这种生育歧视，如果突然成abo了大概会很恐怖吧想想那些o们生来就被定义为生育工具，承担所有生育风险而且天生体质问题不被考虑参与一些职位，因为是o身体素质比不过a和b所以无法反抗。。啊，越说越有点难过,119
ABO要不得，会变成AO歧视争斗啥的，全是B的话就很好,27
希望能有两种形态，男性力气大女性同理心，男性形态勇敢女性形态善良什么的，可以根据需要随时切换。 什么时候雌雄同体了，什么时候性别歧视就没有了。只要差异一直存在，平等就不会真正到来。,90
确实哈哈要是那样真的就好了也没啥txl啊yxl的区分了，大家都一样，很妙啊，而且性别歧视也不要有（可是听起来好像蜗牛ahh）,62
其实说白了abo就是纯喂点肉服务 设定就已经把性别歧视放大并合理化了 这要是发生在现实还不如男女呢,49
你可以查下，男女结扎手术后基本没有生育能力，女性用节育环一般取出后不影响生育能力，我妈装节育环按医生说的五年换一次，正规放心点,63
这是一种永久性的避孕方式。此永久避孕法只适于不想再生育的夫妇采用。,33
男性面对的不公平的确很多，总有些女性自以为已经给了男性足够的自由，但是许多人并不是真心尊重对方的。我对我的表弟一直教育她如果女生不尊重你，就离她远一点，我希望他能够变成坚强强大的人，能够以后不受这种专门针对男性的body shame等歧视，希望后代的孩子们能够正确认识性别的共同点和差异性，做到真正的尊重对方。,155
没办法 现在这个社会 强调付出和收获成正比 在原始时代 那就是母系社会 女性时代 男性比现在的女性还要卑微 都是抗争出来的 用血与汗狩猎猎物 用猎物分配权换来了男性权力 后来进入奴隶主地主时期直到现在 早已形成传统了 男性在生理上就比女性占优势 付出多少收获多少 不可否认 女性也可以像男性一样工作甚至做的更好 但是女性终究会为生育困扰 那些说一生不生育的放在全球大环境看 终究不顺应时代 人类的主题就是繁衍 而女性一旦为生育困扰 工作生活上总会受到影响 女性一直想要平权 但其实男性也过得并不容易 底下劳苦大众也不乏真心爱自己妻子 什么都交给她的 但是赚钱养家的心酸劳累 男性躯体比女性躯体生理上更容易承受一些 这也是不争的事实 我觉得真正的平权不是男女性什么权力都一样 而是互相尊重 彼此和谐 互敬互爱 这样也没有什么一方把持权力一说 凡事都是尊重彼此意愿 做到公平民主 当然这个理想比较乌托邦 没有人会放弃追求权力 所以想这样只能不停提升教育 让下一代更好 女性或男性的权利从来不是谁的施舍 都是抗争来的,455
知乎看到个也是结扎了，老婆说没风险，结果性功能急剧下降，然后老婆娘家想要老婆生孩子，结果男方已经绝育了，然后女的就跟她爸妈说男的不行，然后消失一段时间之后女的直接怀孕然后离婚了，真希望只是个故事，希望真的没副作用,106
可是不想要孩子不是夫妻双方的决定吗，那就要共同承担责任啊，并且对比来说男人结扎性价比更高副作用更小，所以不应该男人结扎？如果是女方自己不想生孩子但男方想要，那才是你说的情况,86
而且别拿身体开玩笑这种话，你和那些想要自己女朋友/妻子结扎的男人和妇产科医生说去啊……上环又要住院两年还很可能致癌甚至两年以后环极可能会嵌进子宫壁想取出的痛苦和出血量不亚于分娩……在这些副作用下我真的觉得女人宁可离婚都不要上环。而男人不过是性功能下降,125
害，我以为彩礼是给新婚夫妻这个小家共同使用的，完全不存在什么女性红利，而且觉大部分人都是彩礼和嫁妆都有的，而且天价彩礼的地方确实不多，就几万或十几万而已，能拿的出几十万或者几百万彩礼的人家也不是像我们这样的普通人，人家也不会在意这几个钱了。彩礼和房子没有可比性，而现在新时代小夫妻们都是共同奋斗还房贷，不再像以前那样家庭主妇比较多，越来越多的女性开始出去工作。因为新婚姻法比较保护有资产的一方，不再像以前那样离婚大家各得一半，所以家庭主妇是没有未来的。而且在社会舆论方面，人们也普遍觉得出去挣钱为了养家而打拼的人功劳更大一些，这一点男女都一样。但是因为女人要生孩子所以在职场上受的歧视也会更大一些，包括每个月都要来一个星期左右的大姨妈就比男人们更辛苦一些，至于你说的不要孩子，我觉得在中国丁克家庭还是比较少的，大部分家庭都会养育孩子。而女性生孩子是对身体元气的极大损耗，也会花费大量的时间对自己的事业也影响很大。而家庭因为孩子面临争论的时候，往往做出牺牲的也是女性居多，因为中国人天生的认为孩子应该和母亲在一起比较多。所以，在组建家庭的这类事情中，女性没有任何红利可讲，,485
别钻牛角尖，会被女方要求结扎的本来就是做不好甚至不想做防护措施的人，那种不想要孩子还不愿意结扎就催老婆去上环的男人，尤其是丁克，或者夫妻关系里三十五岁以后生过孩子的女人，这时夫妻不想要孩子了，往往都是女方上环。既然年纪到了，也不再想要孩子，能复通与否还重要吗？非要女方承受各种风险吗？况且要是非从所谓病理角度来说，女人上环复通的概率更低好吧……如果是对于年轻人尤其是没有结婚的二十出头的情侣来说，结扎和上环确实是太早了，这个阶段也没人会被要求去结扎或上环吧，如果你说的是这个年龄段那我们讲的就不是一件事。还有，避孕药副作用是真的很大的，长期吃的那种还好（这种也很少有人会吃吧），但短期避孕药，尤其是紧急避孕药，对于女方的伤害是巨大的，会缩减性命绝不是无稽之谈。未婚年轻人说实话我不支持婚前性行为，毕竟不中还好，一旦中了，不管打了还是生下来，哪怕男方负起责任了，对女方的伤害都是巨大的，更别说二十几岁的男人有几个会真的承担女朋友怀孕的后果，毕竟这对他们自己没有什么伤害。我只能说如果男人不想要孩子，上环是个不错的选择，至少是一种有责任感的体现,470
事实上现在四十多岁的夫妻都是女方上环好吗……你都不了解现实的吗？你问问医院妇产科，都骗妇女说上环没后遗症还有各种好处，我自认我爸人也不错，挺有责任感的工作认真还顾家，但事实上我妈几年前还是上过环，并且因此大出血差点丢了命。不是我爸人不行，但是只是男的就是有那种奇怪的所谓雄性自尊。上环根本不能算是所谓伤害身体，因为基本没有任何副作用，人至中年就算性功能障碍妻子也不可能因此离婚吧。如果能戴套固然是行，但可惜真的所有男的都能做到几十年如一日哪怕戴套会损害生理快感吗，我看未必吧,237
生育能力，之后生育能力下降。,14
我思来想去还是不捧杀你吧，你的思想有很多误解，当然不是为了说服你，你随意，我只是凭我的良心，不误导你，之后你随意吧，骂我我都不还口。女士优先、上前线的时候男性士兵远远多于女性是重男轻女吗？不，是强者照顾弱者，当然在生育上，女性是强者，照顾男性这个弱者，当然应该是自愿的原则。女性是赔钱货？？？这个谁告诉你的，你仔细想想，你父母真认为养女儿是赔钱吗，难道不是出于爱吗？少部分地区确实如此，我不相信2020年还是大部分地区这样。你的选择我尊重，随便你怎样做。当然社会还是对女性不太友善的，但正在改善，女性就业上是个大问题，我觉得应该优先解决。 女性和男性都不是第一性，你不反对吧。用法律保护遭受侵害的人，女性容易不比男性强壮，女性受到男性的侵害多于女性对男性的侵害，所以要家暴法和强奸罪加重处分，你不反对吧。 你不能把我看作一个站在男性立场的人，我也有敬爱的母亲，也有心向往之的缪斯，她们比我地位低一等，说话低声下气，他们难过，我很开心吗？爱情亲情不能最大发挥出来，（只有平等的前提下才能是最浪漫的爱情，最无私的亲情）,457
如果那么容易做到就不会有那么多人离婚了,19
父母爱孩子所以养着跟只收彩礼不给嫁妆并不矛盾，我们论证的是女性和男性比只遭受了不公平吗？男性有特权，而女性就没有对比男性有特权的地方吗？按你说的，女性也是生育的强者，女性生孩子赢面大，那女性应该不付出嫁妆吗？或者应该存在嫁妆彩礼吗？比较不错的地方娶媳妇就一百万。你没有搞清我们讨论的是什么问题。 我说这些就是为了淡化男女性别，主张男女平等。,170
据说cha入式其实就是生育行为，大部分女性不会因此得到快感而且会痛。,34
如果有n个，那我就是n分之一吧。如果以后找到对的人，结了婚，她想要小孩的话我就生完小孩去结扎，如果我们两个人确定要丁克那我就直接去结扎了，家长这边的思想工作结扎了以后慢慢做吧。也有可能我一辈子也没女朋友，应该也会去结扎吧(其实我很讨厌性这种东西)。,124
我是打算t+药双保险，丁克,13
你丁克，就去做结扎。一劳永逸，还吃什么避孕药。是药三分毒。,29
我才20，家里人还没同意丁克，也没有自己挣钱。我打算自己挣钱去结扎，在父母没有同意的情况下拿父母的钱去结扎我心有愧。,58
男子气概这种东西很多人是觉得直接和性挂钩的，这种东西说不清楚，但是能感觉出来，就像如果一个猛男去结扎了，一定会有人评论啥不能生育，性无能啥啥啥的，说到底就是科普的还不够，以后应该就好了,92
所以男网友为啥那么喜欢骂不婚不育的女生呢？不喜欢在自己身上动刀很难理解吗？,37
上次有个女孩子就是说自己特别讨厌小孩子，没必要为了不喜欢的东西在自己身上动刀，要不就不结婚，要不然就丁克，然后一大堆男同志去说教，什么你这样想是不对的，还有的说，现在女的就是不如老一辈的能吃苦，真是无语,101
就是计划生育图方便和省钱就有的带环了,18
原来如此，那估计东北很普遍，那边计划生育执行的比较好。,27
如果生了一胎或二胎就不想要孩子，就让你的伴侣结扎 男性结扎比女性更安全，发并症概率更轻，如果不愿，你可以拒绝同房，如果强暴， （突然觉得如果结婚就要有离婚的勇气、底气）你可以在经济条件允许的情况提出离婚,101
