cleaned_text,text_length
我与老婆选择丁克，我研究了目前所有的避孕手段，各种方法也都短暂试过，结扎又怕附睾淤积症，为了爱人的健康，最后我选择逼自己用安全套，但是我自己却隔靴搔痒，痛不欲生。。选择必有代价,88
我有一个一岁多的可爱女儿，我只能我的力量爱护她，但也一直会担心她以后。毕竟就生育这件事上女性需要付出太多,52
我有一个问题哈，现在不是一方面鼓励生育一方面打击x交易吗?那是不是，是不是把byt控制一下就?两难自解,51
我有一个问题，禁止堕胎的目的在哪？是变态私心还是生育率？如果是为了生育率，那女性宁愿坐牢也去打胎，然后坐牢了，坐10年牢，肯定是在女牢里坐吧，没机会接触男性，很有可能错过最佳生育期，反而不会再生孩子了，那这样不是没卵用吗？还有判处死刑的，我只想说沙币,125
我有一个大胆的的想法，我可以离婚，虽然离婚会让我失去果子和泰亨，不过我还可以搞金硕珍金南俊郑号锡闵玧其朴智旻，五个人呢？一定很爽歪歪，不对，果子出轨了，不是我失去他，而是果子不配拥有我了。,94
我有一定的丁克倾向，如果未来和自己的爱人达成不育的共识，很乐意选择结扎。 但是不会选择告诉自己的爱人，因为丁克也是我个人的选择，现在的社交媒体往往会把结扎形容成男方对女方的“牺牲”“付出”，而我个人并不认为伴随牺牲和付出亲密关系是健康的。,119
我有一点很好奇，美国禁止堕胎究竟是为了所谓的婴儿的人权，还是为了保证出生率，避免人口老龄化带来的劳动力不足？如果是后者的话，那是不是单纯地把女性当作生育机器而不当人看了？,85
我有一次妇科体检，排在前面的一个女同志就流产八次，生育两次，我当时都惊了，医生也重复问了两次表示震惊，没想到人外有人啊,59
我有亲戚俩人结婚10年没生娃，离婚后各自结婚都是一年内就有娃了。有时候就是不能强求。。。,44
我有卵巢囊肿，月经不调，去妇保院看病的时候，在医院卫生间的坑位里，看到了一个还没成型的宝宝，没有被冲走……当时我很恐惧，现在我想那个准妈妈应该也是不忍心回头看宝宝。现在我月经准了，但是每次来的时候都痛经很严重，浑身乏力，上吐下泻，冷汗直冒。我连痛经都受不了，生育，对我来说，真的很需要勇气。,145
我有理由怀疑，未来人类灭绝可能就是无法生育了,22
我有怀孕生育焦虑症,9
我有孩子，孕反时差点要了半条命。那时我就想生个男孩就好了，这样他就不用受生育的苦了。后来我生了个女孩，她依旧是我最爱的宝贝，我只想为她遮风挡雨，我受过的苦能力范围内绝不让她再受。,89
我有个远房表姐，一次我俩聊天跟我说过她不想结婚不想生子，但她觉得这样对父母不孝顺，因为她是独生女，父母也很喜欢小孩，但从来没有逼她找对象结婚什么的。但她觉得父母对自己这么好，让自家血脉断在这里会让父母伤心，别家里老人聊孙子孙女但他们聊不成……虽然我离这个年龄还比较远，但我也想过这个问题，如果有一天真的我也要面对，该如何选择,162
我有个疑问，女方要求离婚，男方就没有拒绝的权利吗？就不能先要求女方退还彩礼然后再离婚吗？,44
我有个问题想问一下 如果男方的精子被女性非法获取并形成了女性怀孕的现状，男性无权阻止女性的生育却要负起对新生儿的责任 怎么办呢,63
我有个问题，性少数群体在生育上是否与反堕胎违背,23
我有个朋友就是流了很多次，我就问她你为什么不做安全措施？她说我没想到那么准，后来我才知道另一个朋友告诉我她流了很多次了，这次没有办法了，再流就很难生育啥的，然后奉子成婚，再后来我听说生了个女儿但是没几天就死了，又过了几年生了个儿子，男的背着她去赌一屁股债，我再见她的时候她的三观已经让我觉得，我们不是一个世界的人，顺带一提她老公是她抢来的，而被抢的就是我说的那个另一个朋友。,187
我有个发小他和他前妻怎么都生不出孩子，俩人离婚后再婚，各生了一个大胖小子。,37
我应该怎么在不点踩（不想影响视频曝光率和收益）的情况下告诉b站我不喜欢这类视频别推给我了？我早就决定不婚不育而且已经说服父母了，不用再给我推这些让我恐婚恐育了……让我在屏幕前干生气吗？,92
我印象深刻的是小时候家里的邻居，男的一直在外地打工，回来装修新房娶了老婆，没呆多久又走了。女邻居怀孕了，一个人在家，男的也很少回来也没有长辈照应。我记得她肚子很大了，但隔壁一直没有宝宝的哭声。我那时候上初中，早出晚归。后来才知道，男的在外地一直有人，女邻居知道后就堕胎离婚了。我知道的时候很难受，男的就是骗婚的。那么大月份，真的太惨了。后来旁边的房子一直闲置好多年，就有时候有老人过来照看一下。我们搬走时候都是空在那的。,210
我以为这是怀孕快要生的肚子，没想到这是已经生完的肚子。我不想生了,32
我以为跟遗传有比较大关系，家里生育过的姐妹都没有，37周前我也庆幸没，但突然有天发现有点红，有点痒，然后看着它越来越深，越来越多，当时心情真的很不好，就平时手上被蚊子咬了都很在意会不会留疤……跟老公说他也说是勋章……其实选择了生育就意味着要承担这些，不过有人理解心疼和没有是完全两种心态。,144
我以前有个同事她就是闪婚，就是他爸给她谈好个婆家收十万块彩礼，然后马上领证。他俩没有任何感情基础，领结婚证那天是他们第一次见面。 她那个婆婆还怕她是骗婚的，结婚后就把她身份证没收了。之后她婆婆就一直要她生孩子，一年多了肚子还没动静，她婆婆就跟邻居说“我家这个媳妇有病不能生，又懒又馋的 真不知道要她干嘛”她后来给我打电话哭诉，说她婆婆到处诋毁她，可是她又不敢离婚…… 后来好不容易怀了，还生化了。她跟说那时候肚子很痛，但她婆婆就坚持带她坐公交车去医院。这事又隔了一年她又坏银，生个女儿 她婆婆又成天跟邻居亲戚抱怨儿媳没用……,262
我以前有个朋友，她结婚后做了四次流产，对的，是结婚后！我惊讶了，她说刚开始两夫妻准备移民，各自经济条件又不稳定，所以不想要孩子。我问干嘛不做安全措施，她竟然说做了，就是计算安全期……我服了。她说恋爱时都是这样算的一直没事，谁知后来意外了。我说这种不是意外，是必然！打了四次，就求一时爽！把自己当什么了！再后来他们移民不成，离婚了。,165
我以前有个关系非常好的朋友，怀了二胎，但拍出来是个女儿之后就打掉了，我不知道他们怎么想，反正我听到的第一反应是有点想哭，一个小生命什么也没有做错，却还没来到人间就永远消失了，甚至仿佛从不存在，这事情我郁闷了好久，因为是第一次这么近距离接触到堕胎，真有点可怕,128
我以前看过一个新闻，男的和女的离婚， 女方：拿全部财产。 男方：背负全部债务 然后男方发现女方和审判长结婚了,54
我以前不懂为什么大家都说母亲很伟大，只会理所当然地享受母亲的爱。慢慢地，我发现原来生孩子要经历这么多痛苦，抚养一个孩子原来这么辛苦。 我现在还是觉得生孩子很可怕，我真的很怕痛，也很怕变丑，想到生孩子要经历这些就难过地想哭。 但是我愿意自己在了解了这些痛苦后勇敢选择生育，也不愿意在怀的时候才知道这些而怨恨着 谢谢up的分享,161
我已经充分了解了女性生育要遭受的所有痛苦，但很遗憾，我没有看到任何一个视频或者一种方法，能真正有效地让男性去理解生育，up的老公一脸漠不关心的感觉，反正都是你要经历的，你也不能把他抓去杀。甚至我的母亲也会说，这都是女人要经历的痛苦，但妈妈似乎忘记了曾经向我抱怨，当年剖腹产生我几乎休克以及我父亲曾经漠不关心的模样，虽然现在已经改变了，但那种痛苦实在是无法磨灭的，我是那种对痛苦很敏感的人，会用尽一切方法规避一切痛苦，很难想象我要有多大的勇气才能自愿承受这一切痛苦，并且所有人都不可怜你，不心疼你，认为你是理所应当的摔了一跤，向大家抱怨都会安慰你，向对象抱怨都会亲亲抱抱举高高，那你要是抱怨怀孕的痛苦，那就是你不是个合格的妈妈,312
我依然记得，人只能是目的，而不是手段，不是工具，当你发出“女性沦为生育工具”这样的声音的时候就已然站在否定女性作为最基本的人这样的立场上了，如果女性作为生育的工具，那么母亲、妈妈这样的称呼也就失去了其神圣性。生命的延续是永恒的主题，没有了延续，何来社会，何来自由呢？ 延续本身是极具复杂性的课题，亦或是包含了诸多因素的动词。人之所以为人，其中一点就在于独特的思辨，不能单从生育行为合乎表面上的看成是工厂流水线那般的过程。 我的观点是，生命至高无上，同样，视女性为生育工具同样也是站在物化女性，扼杀生命降生中不确定性的可能性之立场上，且，我很爱引用一句话:生而自由，却无往不在枷锁之中。,292
我医学生对于任何结束自己的生育（男女）都要谨慎，并且国外有文献有一个结论是男性结扎会提高前列腺癌和前列腺炎的风险，所以一个套套的问题别搞这么麻烦。,73
我一周岁的时候，家里穷的我妈天天到外公家吃午饭，她每日做饭家务，我爸什么也不管，她有天发现经期没来，又怀孕了，她让一个阿姨照顾我，她自己去医院人流了，两个小时就回家了，回家还是要洗衣服做饭，后来检查说子宫壁不能收缩，又借钱打的收缩针，我爸还是从不关心她，去外面嫖过，她很难受想离婚，但是没工作，没收入，有我了就更不可能离婚离开了，忍一忍忍了二十年了哎，以前我不懂这些，现在我了解太多了，它又外遇了渣男， 只能说我爱妈妈,209
我一直以为我妈是因为将我和我姐拉扯大，身体才那么不好，因为从小她就说她有多么辛苦（她确实辛苦），我其实心里很愧疚，直到前段时间我陪她去医院做手术，我才知道她流产了5次（说不定是保守估计）那个不负责任的男人才是最大的问题管不住自己让我妈受罪，他和我妈离婚后试图复合，说帮我妈调养身体，我还纳闷我妈身体怎么了，现在明白了他真不是个东西,165
我一朋友老公是医生，说为了自己感觉舒服，让二胎1岁半的老婆去装这个而我另外一50岁阿姐的医生老公说女的带这不好，伤身体，一直都是男的戴套，,69
我一年三十多万 都觉得生不起第二胎 压力大,21
我一开始看这个新闻就觉得是竞争对手搞事，故意用套套恶心人,28
我一个普通人都不想生孩子，他这个样子还要祸害孩子啊,25
我一个朋友就是，家里条件不好，父母经常打骂她，老公常年对她冷暴力，(老公工资只有5-6千)她全职在家不工作，婆媳关系也不好，经常吵着要离婚，然后她怀孕了，很无语,80
我一个女的看到这种都恨死了！害的全体女性受到就业歧视！可恶！,30
我一个男生看到这个视频，都感觉不寒而栗，在手术台上开一刀，是有多痛苦！健康的人为什么要去开刀？男的不能负责，就不要破身！怀孕了，就生下来，扛起男人的责任啊，是你自己的骨肉，有什么要嫌弃的？引产对女性的伤害会导致终身不育的！刘雪华阿姨年轻的时候那么美，遇人不淑，引产摘去子宫，终身不孕，剥夺一个人的生育权利是多么不人道！,159
我一个男人都看不下去，这你不跟他离婚，你图他什么,24
我一个男的都觉这个是歧视女性啊，支持女性去维护自己的权利，去广电投诉下面是广电的投诉电话010-860911,54
我一个单身不婚丁克族，看得痛得要死太心疼up了,23
我一个不婚不育的，看到董春霞丈夫，也不得不说一句，生娃就应该和这种男人生！,37
我一高中同学，大二怀孕退学生娃，我们大四的时候，她生二胎了，生完二胎才领证结婚，，，哎,43
我一次胎停就去查了，常规生育检查＋染色体，没任何问题，虽然医生之前也说不用查，现在污染大 流产真的很多 除非连续胎停才要查染色体，但是我心想谁受得了连续胎停，这个真行 五次胎停都不查,91
我也遇到过，一次午饭回来看见一个二十出头的小姑娘坐在床边，旁边一个男的四十多岁地中海，我感动的一厢情愿的以为人孩子父亲带姑娘来看月经不调的。结果那天的事儿我们全科人都崩溃了，那姑娘二十三，给那男的流四个了，这次来是第四个术后，那男的不舍得给她花钱，所以流产手术在一个医院，后期点滴来我们医院了，那男的四十五，有家有媳妇有一个十五岁的女儿，那姑娘在走廊里游荡，我们主任跟那男的聊天，说，你们早做好措施，那男的嬉皮笑脸说我有孩子十五了，我不想生了，我们主任手都抖了，压低了嗓子说人家才二十三，人家以后呢？不想生措施很多，那男的又嬉皮笑脸，可我想要个儿子。我们主任都要崩溃了，那男的来我们医院是因为我们医院便宜，我们主任给他开药，他就在那问，这药必须打吗？可不可以不打，缩宫素是啥能不能不用，消炎药点一两天就行了吧。那个女孩儿纤纤弱弱，很漂亮有气质，文气，给我感觉就是被骗了，他俩放一起不配，那男的又猥琐又难看，还恶毒。最后临出去交款，那男的拿出了他媳妇的医保卡，问我们主任能不能用他媳妇的医保卡。被通知不能，他就逼着我们主任给他往下减药，说钱没带够。他出去后，我们主任拉着我的手，气的人都直抖楞，跟我说，你以后找对象，千万别找岁数大的，太猥琐，太能算计。一定得找个班对班的。我还在心里琢磨，同龄的也未必靠得住。那是我头一次看见主任生气，眼泪都在眼圈里含着。,576
我也学法的，我知道女的生育权是大于男性的，决定权永远在女性那边。但是有些情况需不需要特殊讨论呢，比如像十宗罪里面我看到的一种比较极端的例子，女的偷男的套套里面遗传物质自己一个人嘿嘿嘿，结果怀孕了，男的在这种情况下有没有可能能够要求女性堕胎呢……我就有天心血来潮突然好奇这个问题，网上搜不到解答也不敢问老师，有人这个怎么说吗,161
我也想可怜你，就看这个二胎是不是她丈夫的意外了，反之我可怜你丈夫,32
我也是这个病，当时是因为痛经我父母背我去医院的，我妈说我当时都要凉透了，后面查出来是巧囊，我选择了微创，给我的肚皮打了四个洞眼子，把我的病灶都烧掉了，医生说巧囊破了会导致盆腔炎，说我之前破过一次……还，，还真是有一次疼晕过去了……当时没当回事。 这个手术做完我一周就出院了，我恢复很快，一来我才二十二左右，二来我强大的出院意志，因为我不想影响我的学业(要出国)，本来要给我打针，我没空，所以我一直都是吃药的，就每天设闹钟吃药，就一切正常，就副作用因人而异。 另外医生跟我说，我可以一直怀孕，两年抱三，我差点气晕，我知道医生是出于尊重我的生育能力，但是我很生气，因为我觉得他不尊重我本人的未来，我感觉自己是个生育机器。我很难过。在医院里哭了一晚上。,323
我也是我妈带环没带好生的那时候还计划生育，东躲西藏,25
我也是双胎，可能23岁生，生的早，恢复的好，没有这样的情况，去年再生一个小老虎，现在是三孩妈妈,47
我也是不婚不育，但是你大方告诉女方不就行了，我四个前女友都知道，她们原因在一起就在一起呗，不愿意就分呗，流产怎么说也伤害身体呀，又想不婚不育又想有女人暖床，这不是占着茅坑不拉屎吗？要么做好安全措施，要么就别找女朋友，这么简单的问题。,116
我也会尽量科普周围女生对于生育的基本风险有所认知，不过换来的大多都是“小题大做、少数人、以前人都这样”渐渐的我也就不科普了，反正痛不在我身上，只希望选择结婚生育的女性有基本的了解，不要被裹挟着过完一生,100
我也多囊，也是刚读博的时候没做措施自然怀了，并没有多囊就不用避孕的想法，当时觉得自己真是太幸运了，感谢上天，当然也很感谢我的导师和双方父母对我的支持，现在生完每次都认真避孕，不做好要二胎的准备不可能不做措施,103
我要是有姐姐这么有钱，我还想单身生育呢……可惜只是打工人，还得先养活自己呢……说真的比起多一个和母亲不合的父亲天天吵架，还不如只有一个有钱的母亲……,74
我要是意外怀孕……我觉得我妈会高兴死。其实不想结婚但想生娃的我也会挺高兴的。,38
我要讲一个真实的经历 我高中毕业的暑假，陪同我妈去医院取掉了这个东西。在取掉之前，它在我妈停经之后三年，反复折磨我妈的身体，腰疼、涨痛还有闭经后犹为强烈的异物感。所以为什么不早点拿掉它？因为妈妈辈不敢在没有绝经的时候取掉，害怕因为性生活而意外怀孕（她们并不贪念性生活了，那年代生孩子基本顺产，阴道恢复也不注重，生育后基本无快感——别杠，我隐晦求证过），绝经后我妈更是焦虑，更年期觉得自己快速衰老，用中药维持断断续续，完全停后才定好时间取（父兄都在外地，我高四没有时间，取环也是小手术，我妈妈害怕不顺利，等到我有时间才放心取的）。 重点来了，医生说早该取了，有个老太太早年绝经后子宫萎缩，也忘了有这么个东西，加上自己和儿女不在意这些，一直没取。后来成天说肠子疼，半夜也睡不着觉，大小检查做完才发现是它。最后医院取它特别困难，老太太八十多了，不敢开刀。只能借筷子小头一样大小的阴道口，用镊子伸进去夹到点金属头，一点点抽出弹簧状的避孕环。拿出来的时候锈成黑色了，还带着些不明状的褐色血肉。现在仍有人戴这个，冰冷的金属异物，在月子结束后，放置在长期操持家务长达30年的女性子宫里，每每月经来临更是折磨加倍。它的存在意义（省避孕套，男的不用锁精还能放肆性生活），我觉得恶心透顶,533
我研一的时候同导研二的学姐就生小孩了，有次聚餐老师还问她有没有计划要二胎，我导师是女的，跟她关系好的老师也都是女的，每次开题答辩都是她们几个女老师一起，对怀孕的同学会特别关照，态度也比较柔和。,96
我学会避孕套使用方式是在一部讲青少年青春期成长的英剧里，里面完完全全展示了女主学校的的性教育课程，包括他们是男女生一组使用模具，从打开包装开始就是男生做一遍女生做一遍，最后女主因为原生家庭问题和当时的小男友初尝禁果的时候没有做防护，就导致于以后几次都没有进行防护，最后在十四五岁的年龄怀孕，在面对家庭学业未来事业方向女主一系列抉择的故事，我个人感觉这部剧真的非常好，虽然只有两集但是真的每次看都有不同的感受，也感叹了国内性教育的缺失以及谈性色变导致的一些弊端，up的视频真的特别有意义，我也从头到尾又看了一遍，大家都要学会保护自己！顺带一提，剧名《水漾青春》,279
我选择不结婚的原因是 我自己清楚自己的性格！我自己的思维 个性都太过向往自由，若是非要结婚 自己憋屈 还可能伤害另外一个家庭 若是再来个孩子！那才真的是作孽。。。我是年纪很小的时候就有很理性的个体思维的人！在20出头的时候就有一个只差领证的准婚姻经历了，就在我婚戒都买了以后！我闷在家里想了7天。。。喜欢自由 不受约束的我 想到之后要对男女双方家庭的老辈负责 以及后辈负责 从而要必须收起自己放荡不羁的性格的时候！我最后清楚了 婚姻 并不是我后半辈子的向往，而我自己很理性的告诉自己，我不知道 不明白 也不会去约束自己的性格 为家庭而改变自己我如果真把婚戒戴在了人家手上，这是真的会害了人家的！于是挣扎着结束了那段离婚姻最近的感情！时间过去很久了 我并不后悔 而且还真为自己当初的放手感觉庆幸，我自己活得轻松！而当初那位未婚妻 现在也有了自己想要的生活 有家 有女 有自己向往的婚姻生活！从我自己的角度来看 算双赢吧！（都是我自己最真实的想法，若是有谁不能理解的话就认准自己是对的，切莫上纲上线这么多年我面对七大姑八大姨的灵魂拷问已经很无语了 还请尊重一下我自己的自由和选择）,488
我选择不婚不育，就没这种苦恼,14
我小姨怀孕的时候特别不容易，高龄孕妇，自己身体不算太好，好不容易怀上，怀孕过程中还打保胎针，特别辛苦，小心翼翼地呵护，但是孩子六个月的时候突然胎停了，最后只能流掉，是个女孩子。后来再没自然怀孕，不死心去做了人工受孕，好不容易成功，结果也是移植到体内胎停了，也只能流掉。耗尽眼泪，倾尽积蓄，拖垮了身体，但最后还是一场空，现在大家都死心了。,168
我小学学长比我大三岁，高我一个年级，他五年前开始就被他班主任猥琐，是个女老师，那女老师比他大22岁，那时候小孩都五岁了！上6年级的是他十三岁就和那老师有了关系，我那学长家里特别穷，小学毕业家里就叫他不要读书了，那女老师出钱让他读完初中高中，07年高中毕业以后，给他买了个面包车跑车，也是那年那老师和她老公离婚，然后逼我那学长娶她，不娶就要他陪钱，到他家里闹！那女老师和我这学长他妈是初中同班同学，我这学长他爸有病基本丧失劳动力，他们家有三兄妹，他老大，还要供弟弟妹妹上学，没办法就和那女老师结婚了！这事在我们这可是出名了！,261
我小学3年级时候是个很E的人谁都喜欢聊一聊经常自己在外面野到很晚 有一次我发现学校周围一个人都没有的时候我同班同学坐在附近小区的一个公园里眼睛红红的…她说她难受不知道自己为什么自己要出生…我才知道她有个有个姐姐 生下她家里是被罚钱的…那个年代除了她我都没见过别的有兄弟姐妹的觉得挺稀奇的…后来有好几次我野到傍晚又是没人的时候经常看她不实在公园哭就是发呆说是不想回家 后来我想想应该是家里想生儿子本来就不富裕没成想还是生了女孩还要被罚钱所以对她很不好怪她怎么不是个弟弟…哎,235
我小时候我妈想要二胎宫外孕两次，长得越大越respect我妈..,32
我小蝌蚪就是有问题，所以两年了，女朋友一直没怀孕。正好以后打算丁克的，哈哈,37
我小舅妈第一次怀孕三胞胎，两女一男，医生说头胎三胎有危险，建议流掉一个，外婆跟小舅舅满眼希望留对龙凤胎。但是流是随机的，医生也控制不了，最后生下的是姐妹双胞胎,79
我小姑子就是这样，分手后发现怀孕了，男的找回来问她如果要孩子就结婚，不要孩子就给钱打胎。她选择了要孩子结婚。现在孩子快6岁了，每年都吵着要离婚,71
我像个上个世纪的人，啥丁克什么的都听不懂，明明我是01年,28
我想自己结扎，以后也不想要孩子，真的从心底不想让她受这份罪，而且养不起，不喜欢，都说生育是责任，但我觉得并不这么觉得，我们是人，不用为了“人类”这个种族的繁衍做什么贡献，这是人权区别于动物最本质的东西，也别来怼我，我不会找代孕，因为打心底不喜欢小孩,124
我想咨询一下我25岁未婚未育，但是体检的时候查出疑似巧囊，我咋办，我还想生孩子呢……,42
我想指出的是，这个反堕胎宪法规定了20周，22周，24周之前是可以堕胎的，超过这个期限之后不能堕胎。20周，140天，相当于怀孕近五个月的期限。我认为是给了一个相当长的考虑期啊，我月经40天还没来就会立马去检查排除怀孕可能，所以四五个月应该知道自己怀孕了吧，如果不想生，为何不尽早考虑然后去打掉孩子呢，要等到四五个月才去堕胎感觉对身体也不好，也危险啊,175
我想找个丁克太难了，女孩都想生孩子,17
我想问一下上环的话会不会对女性有伤害，我老婆生了一个不想生了我想给她上个环又怕会有什么副作用,46
我想问下up老师 我也是知道内卷 造成内卷的原因在哪里,27
我想说生育低跟杜蕾斯有什么关系？,16
我想说你不生就不生，不想结婚也不要结，除了真正关心你的人，和你的父母我们普通人根本不会在意你们生不生育结不结婚，所以，不要老是跑出来丢人现眼哗众取宠了。,76
我想说，好像说女生26岁之后在某种意义上就是高龄产妇了，越年轻的话生孩子相对会越容易，危险也越小，而且也不用太担心变丑啊什么的。但现在科技那么发达，生孩子这么大的事权衡利弊才是最重要的。,93
我想生肖大夫的孩子,9
我想起以前看过的一个说法是夸中国女性的，大概是说中国传统女性非常坚韧，非常吃苦耐劳，甘于奉献这样的，还有就是像姐姐辍学供弟弟上学，母亲为了孩子忍受家暴不离婚，妻子因为自己不孕自求下堂，妻子因为丈夫不孕选择领养……每次看到这些事例，都希望女性可以“自私”一点，多爱自己一点,135
我想起了我妈曾经跟我说的，他也用过这个，因为禁止生二胎，但是后来她看到，我们家亲戚怀孕好久之后(当时知道是女孩)，然后那个亲戚就跟我妈说，让我妈也要一个，于是她把这个环摘了，在第二年就生了我，我跟那个女孩同月份就晚了四天不过还好，我妈摘了,119
我想对想生的人说，孩子是独立的个体，他不欠你任何东西，反而是你凭个人喜好把他带到了这个世界，是你欠孩子的，别生了还觉得他是负担，整天pua孩子，又或是放养孩子，没有好好教他。,87
我想丁克，但感觉肯定会后悔，最后说不定变成大龄产妇凉在医院里，很纠结，只能不想这些，走一步算一步吧……,51
我想到了我们这儿一个二十五岁左右的姑娘，两胎都是剖腹产，二胎才一岁多，有天突然晕倒，去医院发现又怀孕了，都4个月了……医生说如果她打胎，可能会大出血，但是她的子宫壁很薄了，生的话也可能大出血，然后他们选择生下来……我不知道是他们家谁做的决定，但是这种情况难道不是打掉更好吗……更何况她在家和她婆婆一起带两个孩子，没有其它收入，她老公每个月就给2000块钱，本来就过得不好了，还要再生一个,193
我现在孕早期，看到up做试管淤青的肚子就感觉好心酸我建小卡时要扫二维码，然后公众号拉了一个社区的孕妇群，里面就有一些高龄产妇和流产过很多次的孕妇，从她们聊天内容可以看出来平时特别特别小心，我一边觉得她们太夸张了一边也挺心疼她们的。怀孕这个事真的个体差异很大，不过想要孩子的早点生准没错,142
我现在越来越觉得……不是我们在内卷和躺平，全世界甚至国家都是这个样吧，恶意竞争、躺平摆烂，也很少积极友善的了。,55
我现在有一个纠结的点，现在是能接受又不能接受婚前x行为，各占一半一半，可是如果不婚前试一试我怕开盲盒开到个金针菇，或者技术不好，或者时间不持久的，就是不合拍的，咱也是欲望不小的，希望x生活和谐所以大家更偏向支持还是不支持婚前x行为？,116
我现在也24，我看到高中生只会怀念青春以及觉得年轻真好，小孩子一定要好好读书，这男的就是垃圾人渣，引诱未成年女生，只为了自己爽没有为女生未来想过…另外，我高中住宿，高三每天觉都不够睡，周末就半天假也是宿舍睡觉，我真是佩服还有心思和时间去do以及担心以后生育的这位女生，你说大学毕业还能生育吗，我建议你先看看自己能上什么样的大学…,164
我现在想法是不婚（喜欢小孩，后面领养），真没感觉现在结婚有多好，也结不起，但大概率爸妈不会同意,47
我现在面临的问题和嘻嘻的情况很像，我本人不想生育，我老公和他的家人想要孩子，我自己的想法和佳佳是完全一样的，我有稳定的工作，经济独立，和我老公的关系一直很好，曾经也想过像嘻嘻一样为了老公生孩子，但是我自己想象了一下生育后自己要面对的问题，可能自己会特别痛苦，我并不喜欢孩子，到时候我可能会觉得我遭受的所有的痛苦都是因为我老公，我怕到时候自己会恨他，会把我们之间所有的感情都消耗掉,189
我现在20岁，我真的不想生孩子，一是我家庭条件很一般，生养孩子的负担有多大我是知道的。我的家庭是很开明的家庭，和爸妈的相处更像朋友。我爸爸应该是支持我不要小孩的（也不是说支持，就是他更愿意尊重我的想法）。我跟妈妈说这个想法的时候，她看上去很难过，但是她也没有说什么反对我的话。但是我妈妈真的很喜欢小孩子我现在20岁，觉得不想要小孩，但是如果等我四十岁了，爸爸妈妈六七十了，我要工作，他们退休，如果他们真的很想要小孩子，我不知道我到时候到底会不会松口,224
我媳妇也是，我二胎已经不小心安排上了,18
我希望我的小孩资源多一些，你们不想生我很支持,22
我希望说不想生孩子的那些人，你们除了不想生孩子，还要体会到母亲的伟大和不易，不要单单的口嗨说不想生，却理解不了母亲的辛苦。这个视频的目的是让我们知道生育的不易和母亲的伟大，请不要只是口嗨我不生，你应该去理解母亲，多陪陪她，别再让她为你而劳累了,121
我希望能看到有人说，这是美国系统性的歧视女性，让女性长期处于安全焦虑中,35
我希望大家明白一件事，那就是自然生育加上现代的接生手段婴儿夭折率无限接近于零。 并不是说医院和这种视频在贩卖焦虑，而是事实上来说产检并不是为了婴儿安全出生为目的的，而是以一个健康的，符合社会健康标准的婴儿出生，一系列的产检都是为了这个目的，换而言之，就是花钱买安心。,133
我无条件支持我们国家的政策，但是有两点，谁提出的就去找谁，不要找人民群众来挽回，一个是计划生育造成的人口短缺，另一个大量引进的洋rubbish,71
我无法理解让一个孩子生育，一个盆骨没发育好，生理期都来不规律的孩子,33
我问一下嗷，我半知半解的，流产不是四五次后就大概率会失去生育能力吗？这女的流了7次，加上已经生产的第一个孩子，8次怀孕，这都还没丧失生育能力吗？,72
我未孕前在我当地的老中医调理（他看生育出名）他把脉说我流过产，但是我压根就没流过啊我一秒都没想，当场否定了。,54
我为你十月怀胎拼死拼活生孩子，你在外面把女人搞大肚子。这种男人，给我的话，打他一顿就离婚。太恶心了,49
我完全理解，我也是为了生孩子受了好多苦，三次流产，一次宫外孕，最后还是失败了，最可悲的是，21年离婚了……男人让我失望透顶,61
我外婆也是，重男轻女嘴脸又难看。大舅第一个老婆出意外死了就剩个女儿，第二个老婆进门我外婆就说必须生个儿子，然后后面查出那女的先天的子宫有问题，来月经也不正常的，关键她自己不知道的，我外婆就开始天天辱骂别人骗婚，第二个才给1万彩礼婚礼都不咋办人家骗你什么，骗得你两头猪啊？那女的还蛮好看的长得，后来我大舅带她去医院看了几个月吃了几个月的药，医生说治不好，后面回来当天晚上被我外婆丢东西出去叫她滚，真的也是人做的出的事，因为这件事当时在村里受了多大非议啊，我妈他们不好当面说她，叫我大舅去说我大舅也是渣说生不了就该赶出去。那也不是你这种赶法吧？太侮辱人了真就连夜丢人家东西出来叫人家大晚上去睡草堆啊？后面那个女的离婚后去城里打工被个老板看上了结婚了那个老板对她很好，带她去做试管婴儿生了个女儿都很宠，每年回村都珠光宝气的，全村人看我外婆笑话，我外婆每次那女的回来她都要躲起来，说人家显摆碍眼,393
我娃12年的。。。现在。。。还行吧！已经放弃二胎,24
我突然发现你居然比我小？？你二胎都生完了而我还是个处,26
我突然不想生孩子了,9
我头胎是女儿。生之前也想着过几年再生一个。结果带娃这三年已经把我所有的耐心都消磨完了。我对着一个都有不耐烦的时候。我现在的感觉就是孩子能接受二宝。我自己都接受不了。我怕以后因为老二骂老大。忽视老大。再一想到辅导学习我脑子更大了。我妈老说让我们赶紧生一个。我婆婆没催。倒是有一堆外人老跟我婆婆说。说什么头胎闺女二胎生啥都行。闺女不嫌多儿子更高兴吧啦吧啦的。说一个孤独。怎么也得俩。我就说有这一个我就够了。我老公就是平时见不着。见着了新鲜五分钟就够。一哭一闹就嚷孩子。也没耐心。对生二胎态度就是怀了就生。我现在就是别人提二胎我就是不生。谁爱生谁生,271
