Topic,Count,Name,Representation,Representative_Docs,Data_Source
45,26,45_那就离婚呗_还是离婚吧_直接离婚_不要调解了,"['那就离婚呗', '还是离婚吧', '直接离婚', '不要调解了', '以后都安静了', '以后都安静了 那就离婚吧', '不要调解了 直接离婚', '不要调解了 直接离婚 说那么多干嘛', '以后都安静了 那就离婚吧 既然这样那就离婚呗', '那就离婚']","['那就离婚呗', '那就离婚呗', '那就离婚呗']",bullets
46,26,46_报警吧_离婚吧姐姐_姐妹_不但离婚还得报警 这是要报警吧 还离不离婚,"['报警吧', '离婚吧姐姐', '姐妹', '不但离婚还得报警 这是要报警吧 还离不离婚', 'woc', 'woc 别离婚了', '你不仅该离婚', '你不仅该离婚 你还该报警', '你不仅该离婚 你还该报警 离婚顺便报警吧', '你还该报警']","['离婚干嘛呀！报警吧！', '你不仅该离婚 你还该报警', '别离婚了，报警吧']",bullets
47,25,47_快离婚吧_快离婚_快离婚吧 快离婚_快离婚 快离婚吧,"['快离婚吧', '快离婚', '快离婚吧 快离婚', '快离婚 快离婚吧', '快离婚啊', '你想啥呢', '你想啥呢 快离婚', '你想啥呢 快离婚 快离婚', '天呐', '离婚']","['快离婚吧', '快离婚吧', '快离婚吧！！']",bullets
48,22,48_一个以为是流产手术同_但里面是人工流产同意书_但是安娜给陈欣怡说的还有一份流产 男主说的合约是离婚协议书 里面还对女主进行了补偿_但是安娜给陈欣怡说的还有一份流产 男主说的合约是离婚协议书,"['一个以为是流产手术同', '但里面是人工流产同意书', '但是安娜给陈欣怡说的还有一份流产 男主说的合约是离婚协议书 里面还对女主进行了补偿', '但是安娜给陈欣怡说的还有一份流产 男主说的合约是离婚协议书', '但是安娜给陈欣怡说的还有一份流产', '但是安娜给陈欣怡看的 女二把男主的离婚协议换成引产手术同意书给女主了 所以女主因为', '但是安娜给陈欣怡看的 女二把男主的离婚协议换成引产手术同意书给女主了', '但是安娜给陈欣怡看的', '但是女二骗女主合约里面要打掉孩子 不是离婚协议 是人工流产同意书', '但是女二骗女主合约里面要打掉孩子 不是离婚协议']","['这里他俩都误会了，一个以为是离婚协议书，一个以为是流产手术同', '为什么不怪安娜？寄存希拿的是离婚协议书，但是安娜给陈欣怡看的', '两个人，一个说流产同意书，一个说离婚协议书，一个讲东一个讲西']",bullets
49,21,49_y男性不是生育的直接承担者 如果男性想有生育权 就要承担生育责任_y男性不是生育的直接承担者 如果男性想有生育权_y男性不是生育的直接承担者_他又不会自己怀孕和生产,"['y男性不是生育的直接承担者 如果男性想有生育权 就要承担生育责任', 'y男性不是生育的直接承担者 如果男性想有生育权', 'y男性不是生育的直接承担者', '他又不会自己怀孕和生产', '也就是说生或者不生 她可以全权决定 至于男人', '也就是说生或者不生 她可以全权决定', '也就是说生或者不生', '不是生育呀', '一帮不生孩子的人决定一帮生孩子的人的生育权 这不是夫妻之间的事情 这是有生育的人是否有决定生育权的事情', '一帮不生孩子的人决定一帮生孩子的人的生育权 这不是夫妻之间的事情']","['的确，这实际上是联邦和州的管辖权之争，不是生育呀', '女性对自己负责，但是男性也要对自己和伴侣负责，生育是双方的事', '生育权在女性，也就是说生或者不生，她可以全权决定。至于男人，']",bullets
50,21,50_赶紧离婚吧_赶紧离婚吧 赶紧离婚吧_他们最后离婚了没有啊 赶紧离婚吧_他们最后离婚了没有啊,"['赶紧离婚吧', '赶紧离婚吧 赶紧离婚吧', '他们最后离婚了没有啊 赶紧离婚吧', '他们最后离婚了没有啊', '他们最后离婚了没有啊 赶紧离婚吧 快点离婚吧带着亲生女儿离开那个火坑吧', '赶紧离婚啊', '快跑', '快离婚吧', '赶紧离婚', '']","['赶紧离婚吧', '赶紧离婚吧', '赶紧离婚吧']",bullets
51,20,51_人又不是奴隶_人又不是奴隶 又不是生育工厂_人又不是奴隶 又不是生育工厂 这不就是把人当成生育的手段了吗_人又不是生育机器,"['人又不是奴隶', '人又不是奴隶 又不是生育工厂', '人又不是奴隶 又不是生育工厂 这不就是把人当成生育的手段了吗', '人又不是生育机器', '人又不是生育机器 那人也不是生育机器啊', '人又不是生育机器 那人也不是生育机器啊 老生育机器了', '一个么得感情的生育机器 这是污名化生育啊', '一个么得感情的生育机器 这是污名化生育啊 那不就是把人当作生育的工具了吗', '一个么得感情的生育机器', '']","['竟然有人赞成？人又不是生育机器', '一个么得感情的生育机器', '这才是不道德的，人又不是奴隶，又不是生育工厂']",bullets
52,20,52_一天一个离婚小技巧哈哈哈 不离婚就尊重祝福_一天一个离婚小技巧哈哈哈_一天一个离婚小技巧哈哈哈 不离婚就尊重祝福 反正都是丧偶式家庭_下辈子还 这都不离婚 尊重祝福,"['一天一个离婚小技巧哈哈哈 不离婚就尊重祝福', '一天一个离婚小技巧哈哈哈', '一天一个离婚小技巧哈哈哈 不离婚就尊重祝福 反正都是丧偶式家庭', '下辈子还 这都不离婚 尊重祝福', '下辈子还 这都不离婚', '下辈子还', '不离婚就尊重祝福 反正都是丧偶式家庭', '不离婚就尊重祝福 反正都是丧偶式家庭 离婚绝对不会比现在更惨', '不能面对又如何', '不离婚就尊重祝福']","['不过离婚了 祝稿主好运吧', '不离婚就尊重祝福，反正都是丧偶式家庭，离婚绝对不会比现在更惨', '不能面对又如何？还可以离婚啊，哈哈']",bullets
53,20,53_对啊_不是自己喜欢的就不想生呗 懂了_你不想生不代表别人不想生 别以己度人_你不想生不代表别人不想生,"['对啊', '不是自己喜欢的就不想生呗 懂了', '你不想生不代表别人不想生 别以己度人', '你不想生不代表别人不想生', '但是想生没人惹你 怪不得现在咋年轻人不想生 你不想生不代表别人不想生', '但是想生没人惹你 怪不得现在咋年轻人不想生', '但是想生没人惹你', '人家是不想生啊 这个没什么好说的吧就是不想生啊 就是不想生', '人家是不想生啊 这个没什么好说的吧就是不想生啊', '人家是不想生啊']","['对啊 人家是不想生啊', '没钱，不想生，也无法生', '对啊 我不想生 我杀的 有什么问题吗']",bullets
54,18,54_不离婚等着过年_不离婚留着过年_留着过年啊_不离婚留着过年 离婚啊 留着过年啊,"['不离婚等着过年', '不离婚留着过年', '留着过年啊', '不离婚留着过年 离婚啊 留着过年啊', '不离婚留着过年 这种女的不离婚留着过年吗 这个女的大学上的什么', '不离婚留着过年 这种女的不离婚留着过年吗', '不离婚留着过年吗', '不离婚留着过年吗 看来不止打了一次', '不离婚留着过清明节', '不离婚留着过年吗 看来不止打了一次 以后还会继续打']","['这爆脾气，不离婚等着过年？？', '不离婚等着过年？？必须离', '看来不止打了一次，以后还会继续打，不离婚等着过年？']",bullets
55,18,55_生育伤害更大_不会影响就业和工作吗_不仅要花时间精力 对于身体的伤害也是很大的_不仅要花时间精力 对于身体的伤害也是很大的 然而男胎不能影响生育率,"['生育伤害更大', '不会影响就业和工作吗', '不仅要花时间精力 对于身体的伤害也是很大的', '不仅要花时间精力 对于身体的伤害也是很大的 然而男胎不能影响生育率', '不仅要花时间精力', '不会影响就业和工作吗 生育损伤', '主要是对健康有很大的影响 而且对生活质量影响也大', '人流影响自己 生育还会影响孩子啊', '人流影响自己', '主要是对健康有很大的影响 而且对生活质量影响也大 生育也会导致']","['主要是对健康有很大的影响，而且对生活质量影响也大', '生育伤害更大', '生育伤害更大。不仅要花时间精力，对于身体的伤害也是很大的。']",bullets
56,17,56_婚姻_非婚生育_生育_他们的先知也是非婚生育吧 如今婚姻不该是为了生育,"['婚姻', '非婚生育', '生育', '他们的先知也是非婚生育吧 如今婚姻不该是为了生育', '不要说未婚生育 中国大名鼎鼎的丧偶式育儿大家了解下', '不要说未婚生育', '中国大名鼎鼎的丧偶式育儿大家了解下 反正这帮 只要生育这个大bug还在', '中国大名鼎鼎的丧偶式育儿大家了解下 反正这帮', '中国大名鼎鼎的丧偶式育儿大家了解下', '也有爹啊']","['性 婚姻 生育', '性 生育 婚姻', '不要说未婚生育，中国大名鼎鼎的丧偶式育儿大家了解下，反正这帮']",bullets
57,17,57_人家确实是以结婚为目的啊_人家确实是以结婚为目的啊 法律又没有规定结了婚就不许离婚_不需要把离婚证上交嘛 婚姻登记不是要出示离婚证吗_不需要把离婚证上交嘛,"['人家确实是以结婚为目的啊', '人家确实是以结婚为目的啊 法律又没有规定结了婚就不许离婚', '不需要把离婚证上交嘛 婚姻登记不是要出示离婚证吗', '不需要把离婚证上交嘛', '不迷信早就离婚了 只有迷信才能说服自己将就 人家确实是以结婚为目的啊', '不需要把离婚证上交嘛 婚姻登记不是要出示离婚证吗 这都发现不了女方结过婚', '不迷信早就离婚了 只有迷信才能说服自己将就', '不迷信早就离婚了', '不能否定我在未来离婚的权利 结婚离婚不算隐私是吧', '不能否定我在未来离婚的权利 结婚离婚不算隐私是吧 结婚不能决定']","['不迷信早就离婚了，只有迷信才能说服自己将就', '人家确实是以结婚为目的啊，法律又没有规定结了婚就不许离婚', '不同意婚前同居，散伙跟离婚有什么区别，就是有没有证的事']",bullets
58,15,58_不想生孩子_不想生也没错_不想生也没错 结婚前应该要沟通清楚_不想生也没错 结婚前应该要沟通清楚 哪里来的弟弟,"['不想生孩子', '不想生也没错', '不想生也没错 结婚前应该要沟通清楚', '不想生也没错 结婚前应该要沟通清楚 哪里来的弟弟', '不想生孩子 也必须带 好吗', '不想生孩子 也必须带', '不想生孩子 结婚后领个可以吗', '不想生孩子 结婚后领个可以吗 或者混养成系', '不想生孩子 结婚前先说好', '不想生孩子 结婚前先说好 别结了婚才说不想生']","['不想生孩子，结婚前先说好，别结了婚才说不想生，这不是害人吗？', '不想生孩子，结婚后领个可以吗？或者混养成系！哈哈哈哈哈', '结婚 不想生孩子 也必须带 好吗']",bullets
59,15,59_鼓励生育_一边鼓励生育 一边鼓励节育_不是鼓励生育吗 不择手段鼓励生育 骗谁呢_专家,"['鼓励生育', '一边鼓励生育 一边鼓励节育', '不是鼓励生育吗 不择手段鼓励生育 骗谁呢', '专家', '不是鼓励生育吗 不择手段鼓励生育', '一边鼓励生育', '一边鼓励节育 是这意思吗 现在估计没了', '不择手段鼓励生育 骗谁呢 大概是国家鼓励生育吧', '不择手段鼓励生育 骗谁呢', '不择手段鼓励生育']","['《鼓励生育》', '鼓励生育，这和现在差不多呀', '专家:鼓励生育，你要什么套子啊你！']",bullets
60,15,60_上演_上演 说的好像我们适龄生育数量高过日本了一样_上演 说的好像我们适龄生育数量高过日本了一样 然而日本是中日韩里生育率最高的_你根本不了解 日本韩国女性都是爱国的 不婚不育,"['上演', '上演 说的好像我们适龄生育数量高过日本了一样', '上演 说的好像我们适龄生育数量高过日本了一样 然而日本是中日韩里生育率最高的', '你根本不了解 日本韩国女性都是爱国的 不婚不育', '不婚不育 大部分没说要', '不婚不育 大部分没说要 也没有仅次于东大和京大吧', '中国就业率在低一点儿', '中国就业率在低一点儿 也成为日本了', '中国就业率在低一点儿 也成为日本了 上演', '为了拉高生育率我们造假了']","['中国就业率在低一点儿，也成为日本了', '但是日本不是生活质量太差的原因，人家日本人均年收入是中国的近', '你根本不了解 日本韩国女性都是爱国的 不婚不育 大部分没说要']",bullets
61,15,61_一盘核桃都心疼的婆婆 还要过下去_一盘核桃都心疼的婆婆_他儿子来了婆媳关系就瞬间变好了 前面的真滑稽_他儿子来了婆媳关系就瞬间变好了,"['一盘核桃都心疼的婆婆 还要过下去', '一盘核桃都心疼的婆婆', '他儿子来了婆媳关系就瞬间变好了 前面的真滑稽', '他儿子来了婆媳关系就瞬间变好了', '人心都是肉长的 我太了解这种婆媳关系了 不假', '人心都是肉长的 我太了解这种婆媳关系了', '人心都是肉长的', '不用处理婆媳关系问题 真好 怕不是个弱智', '不用处理婆媳关系问题 真好', '不用处理婆媳关系问题']","['我太了解这种婆媳关系了，不假，就是这种恶毒婆婆', '打胎离婚等什么！一盘核桃都心疼的婆婆，还要过下去？', '不用处理婆媳关系问题，真好']",bullets
