Topic,Count,Name,Representation,Representative_Docs,Data_Source
20,38,20_不想生的就不生_不可能让她为了一个所谓的公司职位 把自己小孩打掉 后来可能发生了些争吵_不可能让她为了一个所谓的公司职位_不可能让她为了一个所谓的公司职位 把自己小孩打掉,"['不想生的就不生', '不可能让她为了一个所谓的公司职位 把自己小孩打掉 后来可能发生了些争吵', '不可能让她为了一个所谓的公司职位', '不可能让她为了一个所谓的公司职位 把自己小孩打掉', '不止一套 各种电影光碟和杂志 周末时她如果工作忙就会带我去那时刚建成不久的深圳书城', '不怀孕都不知道自己是什么样的体质', '不止一套', '不想生的就不生 我是男的 之前有阵子胖得很快就有这个妊娠纹了哈哈', '不想生的就不生 我是男的', '不想生的就不生 想生的可以问问自己妈妈 其实不是每个生育过的女性都会有妊娠纹的']","['作为一个女儿，我母亲也有严重的妊娠纹，而且很多年了。最惨的是因为她生我比较早还是剖腹产是竖切，肚子上有一条黑色的蜈蚣一般的长疤痕。她总是跟我喋喋不休的抱怨，指着疤痕说这就是生我的代价。我从来不会不耐烦，因为我知道她作为一个爱美女性的痛苦。毕竟她可是曾经的中大校花，追求者众多，甚至因为长得清纯甜美成为全校合唱团里唯一的女指挥。家庭条件也好，我外公是中大教授外婆是设备处的一把手，住的是个小公馆能睡席梦思还有个舞厅。国家管制的外国电影她每周都去看，像瓦尔特保卫萨拉热窝或傲慢与偏见之类的。家里现在还留着当年的黑胶唱片，也不知道是怎么从wg时期保存下来的。她周围的朋友都叫她千金大小姐。但我妈妈继承了我外公的温柔良善，待人总是宽容又耐心。以前她每次去我的家长会都会被学校里的学生行礼叫老师，我也特别有面子特别开心，为了不给她丢脸我也总是成绩在年级前十名，这样老师宣读成绩的时候她都会笑得很开心。我爱读书的习惯也是妈妈引导的，九几年那时给我买了全套铜版纸的精装百科全书（不止一套），各种电影光碟和杂志。周末时她如果工作忙就会带我去那时刚建成不久的深圳书城，我会带着我的折叠小木凳和三明治与巧克力牛奶在里面呆一整天看书。小学时妈妈也送我去过各种兴趣班，水彩画油画电子琴围棋国际象棋书法钢琴，一开始妈妈带我去时学得很好，但后来全都半途而废了。因为我爸都是一开始不感兴趣，看我小有所成后就说要他陪我去，然后我只要稍有不妥不对就是一个耳光扇我的脸，后来我拿起笔或棋子就发抖，连下笔都不敢，因为但凡他觉得不对就会打我。连看书的习惯也差点被他毁掉。有一天我在家中房间里看书看得入神，突然他冲进房间给我一个耳光，问我为什么不回答他，他在客厅叫我。可是天地良心啊！我根本就没听到！从那以后我在家看书都不敢专心，生怕被打。幸好离婚后回了外公家，外公外婆见我看书专注从来不会打扰我，反而会很高兴，也完全不需要担心挨打。遇事外公总是会温柔耐心的对我说：“XX，我们谈谈好不好呀”，外婆更是因为我是家里的第一个孙子而宠我至极，什么都偏心我，总爱带我出门，遇到熟人就炫耀说这是我的乖孙女儿哦。外人说这是外孙女，外公外婆就会不高兴的纠正，什么外不外的，就是孙女！ 童年时所有的幸福几乎都是妈妈和外公外婆带给我的。', '妊娠纹跟遗传有关系，想生孩子又怕长纹的，除了要控制好体重，还可以去问问妈妈和外婆，我妈姐妹三个，除了二姨以外都是二胎，外婆生了四胎，都没有长纹……她们的肚子也没有跟视频里这样，反正我妈和我小姨生完二胎身材几乎没变化… 我怀孕的时候是39周长的，一点点，而且我肚子上没有黑色的妊娠线，生完以后肚子跟怀孕之前也一样，这种孩子一岁多了，纹基本上退的看不见了，不过还能摸到 不想生的就不生，想生的可以问问自己妈妈', '我觉得大可不必天天营销这些，压根没必要啊，想生的生，不想生的就不生，我是男的，之前有阵子胖得很快就有这个妊娠纹了哈哈，原理是一样的，现在瘦下来之后不照样是巧克力腹肌，然后纹也很淡了，还蛮好看。不过生孩子的话女生早点生是对的，因为年龄小恢复力就强']",comments
21,38,21_父母双亡_婆媳关系关我老干爹什么事_父母双亡 婆媳关系关我老干爹什么事_老公,"['父母双亡', '婆媳关系关我老干爹什么事', '父母双亡 婆媳关系关我老干爹什么事', '老公', '不坚定啊 调解员劝她就不离婚了', '不坚定啊', '不是我杠', '不是 老公 就是', '不是我杠 以前的女人家庭观念很重', '不是 老公']","['是不是就因为她说话说不清楚才经常被人指挥？一般表达能力正常的说话内容逻辑都不会太乱。起码～让人听得懂，看得懂。而且从头至尾都没有“个人思想”，不是“老公”就是“婆婆”，最后兜底的都是“妈妈”。哦，她为自己做了唯一一次决定就是离婚。挺好的。但不要再听大仙和算命的。做任何事都得先听自己的心！', '父母双亡？婆媳关系关我老干爹什么事？', '父母双亡？婆媳关系关我老干爹什么事？']",comments
22,33,22_提高生育率_增加生育率_为了提升生育率 国家也是下足了功课_所以叫我们提升生育率对吧,"['提高生育率', '增加生育率', '为了提升生育率 国家也是下足了功课', '所以叫我们提升生育率对吧', '为了提升生育率', '国家也是下足了功课', '提高生育率 提高生育率', '为了提高生育率都开始胡编乱造了', '绝了', '就这']","['提高生育率？', '为了提升生育率，国家也是下足了功课', '为了提升生育率，国家也是下足了功课']",comments
23,33,23_不婚不育保平安_母胎solo保平安 不婚不恋保平安_不婚不恋保平安_母胎solo保平安,"['不婚不育保平安', '母胎solo保平安 不婚不恋保平安', '不婚不恋保平安', '母胎solo保平安', '不婚不育的人就没有这个痛苦', '女孩子不结婚不生育才是真的一生幸福', '不婚不育', '不婚不育芳龄永驻 不婚不育芳龄永继 不婚不育的人就没有这个痛苦', '不婚不育芳龄永驻', '不婚不育芳龄永驻 不婚不育芳龄永继']","['母胎solo保平安，不婚不恋保平安', '不婚不育保平安🙏', '他喵的，不婚不育保平安']",comments
24,31,24_不想生的一直自由潇洒吧 作为男生 想劝各位妹子_不想生的一直自由潇洒吧 作为男生_不只是生的过程痛苦 还有生完以后的生理性涨奶 老婆说涨奶痛才是排第一_不想生的一直自由潇洒吧,"['不想生的一直自由潇洒吧 作为男生 想劝各位妹子', '不想生的一直自由潇洒吧 作为男生', '不只是生的过程痛苦 还有生完以后的生理性涨奶 老婆说涨奶痛才是排第一', '不想生的一直自由潇洒吧', '不只是生的过程痛苦', '不只是生的过程痛苦 还有生完以后的生理性涨奶', '完整', '真的太不容易了', '真的太惨了', '还有就是']","['作为一名孕妇，我只能说过于真实了，我除了没孕反和视频里几乎一样，尤其产检的部分看得又好笑又辛酸。我想说如果要生孩子一定要有家人的鼎力支持和无微不至的照顾，只靠自己撑过去几乎是不可能的。希望想生的大家顺顺利利的，不想生的一直自由潇洒吧', '年轻的时候以为现在医学很发达了，生孩子没那么不容易了，直到我陪着老婆一路走完怀孕到分娩……真的是，一遍又一遍的感叹，生个孩子真是太太太不容易了。 现在孩子已经5岁了，每次跟老婆遛弯看着别人襁褓里的孩子都觉得特别的可爱，好想RUA，长辈也有意无意暗示我们可以再生了二胎，但是我跟老婆一致决定，坚决不要！ 因为我真的是不忍心看着我老婆再来一次这个流程了： 难受又痛苦的十月怀胎， 经历生死难关一般的分娩， 分娩以后拖着撕裂的伤口和虚弱的身体还要给孩子哺乳， 断奶前一遍又一遍的涨奶，挤奶，换尿布，烧水、烫奶瓶、哄孩子…… 孩子会走路了每天盯着生怕磕着碰着， 每次孩子生病都是心力交瘁如临大敌…… 真的，养个孩子，或者说创造一个新的生命，真的太不容易了，我和老婆两个作为情绪非常稳定的人，在带孩子的过程中也无数次的想要崩溃大吼…… 每次回忆起生育的这个经历，我都在惊叹一件事情，就是人类居然靠着这么原始又极度痛苦的方式，一代又一代的繁衍了百万年千万年，以至于全世界现在达到了70亿的人口。这是多少的母亲把这个痛苦经历了多少遍啊？ 虽然有点暴论，但是我真的非常期待人造子宫的问世，把女人脱离出生育的苦海。', '不只是生的过程痛苦，还有生完以后的生理性涨奶(老婆说涨奶痛才是排第一，比宫缩痛多了)，产后修复焦虑(产后膨出了解一下)，还有产后抑郁的可能性，婆媳关系矛盾等等。。。我，先炸💥为敬']",comments
25,31,25_绝后_以前计划生育有强制上环的_不影响生育_不影响生育 结扎手术一做就彻底没生育能力了,"['绝后', '以前计划生育有强制上环的', '不影响生育', '不影响生育 结扎手术一做就彻底没生育能力了', '不带环就让结扎 要不然不给上户口 我妈自己说的要是带上环真那么难受有害', '不带环就让结扎', '不影响生育 结扎手术一做就彻底没生育能力了 今天才做了手术', '不带环就让结扎 要不然不给上户口', '一直睾w痛', '而男性结扎手术更适合不想再生育的夫妇采用 但也会可能产生痛性结节 附睾淤积']","['你猜以前计划生育为什么上环而不是结扎？因为 上环 ≠ 绝后 结扎＝绝后', '女性结扎容易造成炎症和感染（当时医疗水平），所以又换成了女性上环，副作用小，好恢复，如果以后改变主意了去掉环就可以（当时出的问题主要是由于科普不到位，导致很多人到了指定年限没有换），但毕竟还是有影响。 我想为男生发声：虽然男性结扎比女性容易，但男性结扎是不可逆的，很可能导致阳w、慢性附睾炎等疾病，慢性附睾炎是非常难治的，有些人治了一辈子，一直睾w痛，腰酸背痛走两步路都得坐一下，还有j子的释放堆积也有可能造成难以治疗的男性疾病，可能间接导致阳痿，真实有男的结扎后阳w闹离婚的，带个套的事儿，非得整个花活儿~想要被包裹住也依然“顽强”，就要加强体育运动，强化武器坚韧度，避免过早敏感缴枪，可以手机里下个为G动的应用，跟着发力指导专门锻炼PC肌，让海绵体迅速充雪，提高起杆力度和坚韧度，做床友力爆棚的床上猛男! 最后，避孕套、避孕药永远是优于其他的！能救一个是一个……', '宫内节育器是指人为地在子宫腔内放置异物，多为金属环，抑制胚囊的着床，起到增加避孕效果的作用。优点是方便、作用持久、安全有效，但也可能有一些副作用，比如月经量多、腹痛、节育器脱落或异位、意外妊娠等。 而男性结扎手术更适合不想再生育的夫妇采用，但也会可能产生痛性结节、附睾淤积、附睾炎、再生育等问题。总之，不论使用哪种方法，既需要医生的建议，也需要两个人协商，根据自己的情况选择更合适的方法。——知乎 所以没有百分百完美的选择，对于男女都会有副作用，请理性思考尊重对方再做出选择。']",comments
26,31,26_生育权只有女性有_不是一大堆人对着女性天天道德绑架 女性不生_不是一大堆人对着女性天天道德绑架 女性不生 人类灭绝吗_不是一大堆人对着女性天天道德绑架,"['生育权只有女性有', '不是一大堆人对着女性天天道德绑架 女性不生', '不是一大堆人对着女性天天道德绑架 女性不生 人类灭绝吗', '不是一大堆人对着女性天天道德绑架', '民法典', '妇女权益保障法', '虽然但是', '', '', '']","['中国女性没有不生育权，不是一大堆人对着女性天天道德绑架，女性不生，人类灭绝吗？', '生育权只有女性有！', '生育权只有女性有 无人可bb 我国法律已经非常明确 没必要再多被解读 维拉是英雄']",comments
27,27,27_离婚吧_家暴只有零次和无数次_赶紧离婚_冷知识,"['离婚吧', '家暴只有零次和无数次', '赶紧离婚', '冷知识', '建议离婚', '', '', '', '', '']","['离婚吧，让他和他的妈妈做梦去吧', '其他都是小事，但是家暴不能忍，会有无数次，你也根本忍不下去，离婚吧！', '第一家就不配有孩子，相由心生，你看看这一家那个刻薄样！双双，离婚吧，跟这样人待一起你太可怜了']",comments
28,26,28_你想离婚 却因为孩子还小没勇气_完了孩子也不听话学习又差 生活压力压得你喘不过气来 你想离婚_完了孩子也不听话学习又差_完了孩子也不听话学习又差 生活压力压得你喘不过气来,"['你想离婚 却因为孩子还小没勇气', '完了孩子也不听话学习又差 生活压力压得你喘不过气来 你想离婚', '完了孩子也不听话学习又差', '完了孩子也不听话学习又差 生活压力压得你喘不过气来', '生活压力压得你喘不过气来 你想离婚', '生活压力压得你喘不过气来', '还脾气暴躁 完了孩子也不听话学习又差', '还脾气暴躁', '还脾气暴躁 完了孩子也不听话学习又差 生活压力压得你喘不过气来', '这时候你会后悔没有认识我兄弟']","['你试着想象一下几年后你相亲结婚了，你老公并不是你喜欢的人，还脾气暴躁，完了孩子也不听话学习又差，生活压力压得你喘不过气来，你想离婚，却因为孩子还小没勇气，这时候你会后悔没有认识我兄弟', '你试着想象一下几年后你相亲结婚了，你老公并不是你喜欢的人，还脾气暴躁，完了孩子也不听话学习又差，生活压力压得你喘不过气来，你想离婚，却因为孩子还小没勇气，这时候你会后悔没有认识我兄弟', '你试着想象一下几年后你相亲结婚了，你老公并不是你喜欢的人，还脾气暴躁，完了孩子也不听话学习又差，生活压力压得你喘不过气来，你想离婚，却因为孩子还小没勇气，这时候你会后悔没有认识我兄弟']",comments
29,25,29_妇女有按照国家有关规定生育子女的权利_也有不生育的自由_妇女有按照国家有关规定生育子女的权利 也有不生育的自由_不应被迫孕育她们不想抚育的孩子 你们可以享受一切,"['妇女有按照国家有关规定生育子女的权利', '也有不生育的自由', '妇女有按照国家有关规定生育子女的权利 也有不生育的自由', '不应被迫孕育她们不想抚育的孩子 你们可以享受一切', '不应该被法律来定性', '不应该被法律来定性 更不应该被宗教来指挥', '不想生别结就好了', '不想生别结就好了 关系生育', '不想要时', '不想生别结就好了 关系生育 我觉得男女双方同意生']","['简单总结一下他的意思： 如果认为，女性拥有对孩子的绝对支配权，即想生时不管男方愿不愿意都可以生下来，不想要时，不管男方想不想要都可以堕胎不要了，那么就要给男方相应的后续选择权。 即如果女方想要而男方不想要的情况下，女方坚持生，那么好，生不生由女方决定孩子会被生下来，但是后续一切与男方无关，即这个孩子男方没有责任抚养，当然孩子也没有赡养男方的叫男方爸爸的义务，男方与孩子就是陌生人无亲属关系。 如果女方不想要而男方想要的情况下，女方坚持不要，那么同样，生不生由女方决定孩子会被堕胎，之后需不需要对男方进行补偿依照现在男方要求女方非自愿堕胎处理。 最后一个也是最重要的点：如果以上观点你觉得不对劲，那么是不是应该考虑一下，现行的男女关系在生孩子这间事情的权责上也有点问题，因为以上观点就是基于目前的男女孩子权责提炼出来的。', '这事儿，这么看的。 中华人民共和国妇女权益保障法第51条规定，妇女有按照国家有关规定生育子女的权利，也有不生育的自由。 因此婚姻之中生不生都是女性自己决定的，你总不能让一个本来就没生育权的人去避孕吧！', '我国1992年颁布的《妇女权益保障法》第一次在立法中规定生育权，其第51条规定：“妇女有按照国家有关规定生育子女的权利，也有不生育的自由。” 恭喜🎉']",comments
30,22,30_我自己在阳台玩儿 那个叔叔就过来把我带去他们房间 说给我看一个好玩儿的_我自己在阳台玩儿_我自己在阳台玩儿 那个叔叔就过来把我带去他们房间_邻居是一对夫妻和他们女儿 有一天我发烧了,"['我自己在阳台玩儿 那个叔叔就过来把我带去他们房间 说给我看一个好玩儿的', '我自己在阳台玩儿', '我自己在阳台玩儿 那个叔叔就过来把我带去他们房间', '邻居是一对夫妻和他们女儿 有一天我发烧了', '我被吓坏了', '我被吓坏了 就瞬间蒙在那里', '我被吓坏了 就瞬间蒙在那里 还好我之后直接跑出去了', '打完吊瓶回来后我妈就去上班了', '打完吊瓶回来后我妈就去上班了 家里就我一个人', '打完吊瓶回来后我妈就去上班了 家里就我一个人 我自己在阳台玩儿']","['爸妈三年级离婚了 闹得很难看 妈妈把弟弟带走了 不给爸爸看 这些年就让我在中周旋 然后爸爸结婚生了个妹妹 我高中毕业妈妈把我也接过去了 也不让我和爸爸见面了 爸爸对我不是很好 妈妈这个家庭我也总是加不进去 我其实和她们两遍都不亲密 分分合合 吵吵闹闹 最后一无所有 孤孤单单的是我一个人 其实我总是很孤独 其实我总是很想死 其实我心里有很多话我说不出口 我越来越感觉自己有抑郁症 有感觉自己很作 我不喜欢回家 喜欢上学 不喜欢家庭 不喜欢他们互相说坏话 我永远也没有一个家 我其实很可悲', '我tm想骂人，第一次接触是小时候四年级的时候，那时候我才和刚转学到市里的小学，家里没来得及买房，就租了一间小房子，和邻居共用一个阳台，邻居是一对夫妻和他们女儿，有一天我发烧了，打完吊瓶回来后我妈就去上班了，家里就我一个人，我自己在阳台玩儿，那个叔叔就过来把我带去他们房间，说给我看一个好玩儿的，我就去了，他拿手机放的就是h片，还问我，要不要和他一起玩儿，模仿他们，我被吓坏了，就瞬间蒙在那里，还好我之后直接跑出去了，现在想起来我tm想弄死他，最后听我妈说他和他媳妇离婚了，女儿也被带走了，也找不着对象，我只能说活该', '我tm想骂人，第一次接触是小时候四年级的时候，那时候我才和刚转学到市里的小学，家里没来得及买房，就租了一间小房子，和邻居共用一个阳台，邻居是一对夫妻和他们女儿，有一天我发烧了，打完吊瓶回来后我妈就去上班了，家里就我一个人，我自己在阳台玩儿，那个叔叔就过来把我带去他们房间，说给我看一个好玩儿的，我就去了，他拿手机放的就是h片，还问我，要不要和他一起玩儿，模仿他们，我被吓坏了，就瞬间蒙在那里，还好我之后直接跑出去了，现在想起来我tm想弄死他，最后听我妈说他和他媳妇离婚了，女儿也被带走了，也找不着对象，我只能说活该']",comments
31,22,31_不漂亮的我不要哦 其实二胎还是早点生好_不漂亮的我不要哦 其实二胎还是早点生好 年龄差太多两孩子不亲_不是个完整的女人啦 别人都生就你不生啦 女的不生孩子还算什么女的啦_不漂亮的我不要哦,"['不漂亮的我不要哦 其实二胎还是早点生好', '不漂亮的我不要哦 其实二胎还是早点生好 年龄差太多两孩子不亲', '不是个完整的女人啦 别人都生就你不生啦 女的不生孩子还算什么女的啦', '不漂亮的我不要哦', '不是个完整的女人啦 别人都生就你不生啦', '不是个完整的女人啦', '母亲真的很伟大', '彩礼', '结婚', '说实话']","['收钱骗我们三胎？那你倒是发一个老婆来啊，不漂亮的我不要哦', '这也是正常现象，出了校门找工作，恋爱，房车，彩礼，结婚，生娃，几件人生大事忙完，基本人到30以上了，基本都是90后，正好赶上计划生育，上有4个老人，可能还有爷爷，奶奶辈的，下面你在给2个孩子，不用3个，这什么工作可以干啊，赶上生病住院忙吧', '有个卵用啊 ，真当自己能抗住来自丈夫，婆婆公公，自己爸爸妈妈以及这个社会号召生三胎的压力啊，不生孩子你断人家香火啦，阻挡人家继承皇位啦，十恶不赦啦，不生就离婚啦，不是个完整的女人啦，别人都生就你不生啦，女的不生孩子还算什么女的啦，拐弯抹角内涵你啦…，当然你若能抗住，我敬你姐妹']",comments
32,21,32_当时我拼了命的反抗_我们离婚吧_事后我吃过药了_我闺蜜带的我不认识 我回家跟你说,"['当时我拼了命的反抗', '我们离婚吧', '事后我吃过药了', '我闺蜜带的我不认识 我回家跟你说', '你要这样想我也没办法 我闺蜜带的我不认识', '我闺蜜带的我不认识 我回家跟你说 我都没跟他说话', '我闺蜜带的我不认识', '你要这样想我也没办法 我闺蜜带的我不认识 我回家跟你说', '反正孩子叫的你爸爸 我们一家人好好的', '反正孩子叫的你爸爸 我们一家人好好的 他来找我了']","['《这是个误会》 《不是你想的那样》《我只是单纯的喜欢那个氛围》《朋友非叫我去》 《都是闺蜜》《很单纯的喝酒》 《你要这样想我也没办法》 《我闺蜜带的我不认识》 《我回家跟你说》 《我都没跟他说话》 《真的就只是气氛到了》《他只是蹭了蹭》《戴了》 《一毫米也是保持距离》《中途他趁我不注意摘掉了》 《事后我吃过药了》 《我只是犯了正常女孩子都会犯的错而已》《放心，孩子绝对是你的》《或许是医院抱错了》 《孩子长的有点像就可以了》《血缘关系真的那么重要吗》《做人不要斤厅计较》《我生孩子受了多少罪，你就只在乎是不是你的》《都已经生下来了，也是一条鲜活生命》 《当时我拼了命的反抗》《其实我也是受书者，你就不能体谅体谅我吗》《你根本不爱我，渣男》《抛开事实不谈，就算我有错，你就没有一点点错吗》《我还是爱你的》《你其实也是爱我的，对吧》《做人还是糊涂一点好》《我以后不会这样了》 《我们和好吧》《反正孩子叫的你爸爸》 《我们一家人好好的》 《他来找我了》 《他毕竟是孩子的亲生父亲》《你难道狠心拆散别人父子两》 《这么多年了我其实还是忘不了他》《我们离婚吧》 《就算你不放手我也要跟他在一起》《今晚他要过来，你去客厅睡吧》《他都戴了你还要怎样》《我又怀孕了》《那天人太多，我也不确定是谁的》《我现在实在没办法才来找你》《我现在才知道你的好》《其实你还是爱我的，对吗》《终究是一个人承担了所有》 《男人，就没一个好东西》', '《这是个误会》 《不是你想的那样》《我只是单纯的喜欢那个氛围》《朋友非叫我去》 《都是闺蜜》《很单纯的喝酒》 《你要这样想我也没办法》 《我闺蜜带的我不认识》 《我回家跟你说》 《我都没跟他说话》 《真的就只是气氛到了》《他只是蹭了蹭》《戴了》 《一毫米也是保持距离》《中途他趁我不注意摘掉了》 《事后我吃过药了》 《我只是犯了正常女孩子都会犯的错而已》《放心，孩子绝对是你的》《或许是医院抱错了》 《孩子长的有点像就可以了》《血缘关系真的那么重要吗》《做人不要斤厅计较》《我生孩子受了多少罪，你就只在乎是不是你的》《都已经生下来了，也是一条鲜活生命》 《当时我拼了命的反抗》《其实我也是受书者，你就不能体谅体谅我吗》《你根本不爱我，渣男》《抛开事实不谈，就算我有错，你就没有一点点错吗》《我还是爱你的》《你其实也是爱我的，对吧》《做人还是糊涂一点好》《我以后不会这样了》 《我们和好吧》《反正孩子叫的你爸爸》 《我们一家人好好的》 《他来找我了》 《他毕竟是孩子的亲生父亲》《你难道狠心拆散别人父子两》 《这么多年了我其实还是忘不了他》《我们离婚吧》 《就算你不放手我也要跟他在一起》《今晚他要过来，你去客厅睡吧》《他都戴了你还要怎样》《我又怀孕了》《那天人太多，我也不确定是谁的》《我现在实在没办法才来找你》《我现在才知道你的好》《其实你还是爱我的，对吗》《终究是一个人承担了所有》 《男人，就没一个好东西》', '《这是个误会》 《不是你想的那样》《我只是单纯的喜欢那个氛围》《朋友非叫我去》 《都是闺蜜》《很单纯的喝酒》 《你要这样想我也没办法》 《我闺蜜带的我不认识》 《我回家跟你说》 《我都没跟他说话》 《真的就只是气氛到了》《他只是蹭了蹭》《戴了》 《一毫米也是保持距离》《中途他趁我不注意摘掉了》 《事后我吃过药了》 《我只是犯了正常女孩子都会犯的错而已》《放心，孩子绝对是你的》《或许是医院抱错了》 《孩子长的有点像就可以了》《血缘关系真的那么重要吗》《做人不要斤厅计较》《我生孩子受了多少罪，你就只在乎是不是你的》《都已经生下来了，也是一条鲜活生命》 《当时我拼了命的反抗》《其实我也是受书者，你就不能体谅体谅我吗》《你根本不爱我，渣男》《抛开事实不谈，就算我有错，你就没有一点点错吗》《我还是爱你的》《你其实也是爱我的，对吧》《做人还是糊涂一点好》《我以后不会这样了》 《我们和好吧》《反正孩子叫的你爸爸》 《我们一家人好好的》 《他来找我了》 《他毕竟是孩子的亲生父亲》《你难道狠心拆散别人父子两》 《这么多年了我其实还是忘不了他》《我们离婚吧》 《就算你不放手我也要跟他在一起》《今晚他要过来，你去客厅睡吧》《他都戴了你还要怎样》《我又怀孕了》《那天人太多，我也不确定是谁的》《我现在实在没办法才来找你》《我现在才知道你的好》《其实你还是爱我的，对吗》《终究是一个人承担了所有》 《男人，就没一个好东西》']",comments
33,20,33_1斤男宝全记录_害怕勿入 生孩子代价之妊娠纹篇 持续更新_顺产头胎第20天的肚子 94年产妇顺产7_持续更新,"['1斤男宝全记录', '害怕勿入 生孩子代价之妊娠纹篇 持续更新', '顺产头胎第20天的肚子 94年产妇顺产7', '持续更新', '持续更新 浅谈', '持续更新 浅谈 为什么我能成为一名母亲', '本打算心平气和复盘怀孕', '本打算心平气和复盘怀孕 结果又吵到半夜两点半', '本打算心平气和复盘怀孕 结果又吵到半夜两点半 如何在生育上跟伴侣达成一致', '比生孩子痛10倍']","['置顶怀孕相关的视频我一共做了5期，全部完结，随着问问长大，会陆续更新养育话题，关注我，到时见。 第1集 生产vlog xixi和eric的10小时顺产日记，以及我为什么不母乳 第2集 是否生育的吵架 BV1AQ4y1R785 第3集 孕前：怀孕前的契约 本打算心平气和复盘怀孕，结果又吵到半夜两点半 | 如何在生育上跟伴侣达成一致 第4集 孕中：怀孕10月注意事项 怀孕五大“代价”总结，帮你更勇敢地做决定 | 要是单身时有人告诉我这些就好了 第5集 产后：产后恢复注意事项 没人告诉过我，产后一年还会漏尿！【劝人生小孩的人，点进来看看】| 盆底肌修复', '孕晚期39周｜这才是怀孕后的人间真实｜360度妊娠纹特写镜头（画面易引起不适，害怕勿入） 生孩子代价之妊娠纹篇（持续更新） 浅谈“为什么我能成为一名母亲？”｜女性决定选择生育究竟有多难？ 生完娃后第30天&50天肚子变化… 生完孩子一个月后，肚子长这样… 产后30天的肚子竟然跟孕3月肚子一模一样… 生完后才是痛的开始呀姐妹们！！！比生孩子痛10倍！ 顺产头胎第20天的肚子 94年产妇顺产7.1斤男宝全记录 我在产房跟医生笑着聊天生了个娃！ 关于孕期体重控制和妊娠纹，生娃发动前一天的我…', '孕晚期39周｜这才是怀孕后的人间真实｜360度妊娠纹特写镜头（画面易引起不适，害怕勿入） 生孩子代价之妊娠纹篇（持续更新） 浅谈“为什么我能成为一名母亲？”｜女性决定选择生育究竟有多难？ 生完娃后第30天&50天肚子变化… 生完孩子一个月后，肚子长这样… 产后30天的肚子竟然跟孕3月肚子一模一样… 关于孕期体重控制和妊娠纹，生娃发动前一天的我… 生完后才是痛的开始呀姐妹们！！！比生孩子痛10倍！ 顺产头胎第20天的肚子 94年产妇顺产7.1斤男宝全记录 我在产房跟医生笑着聊天生了个娃！']",comments
34,19,34_不然内卷的意义和目的是什么 但是大家却没有因为内卷而获得匹配的回报_不然内卷的意义和目的是什么_不然内卷的意义和目的是什么 但是大家却没有因为内卷而获得匹配的回报 就好像所有的高三生都拼了命的做题_我不理解,"['不然内卷的意义和目的是什么 但是大家却没有因为内卷而获得匹配的回报', '不然内卷的意义和目的是什么', '不然内卷的意义和目的是什么 但是大家却没有因为内卷而获得匹配的回报 就好像所有的高三生都拼了命的做题', '我不理解', '没错', '笔记', '而且', '说实话', '但是', '']","['笔记 其实不是苦难成就我们，它只是检验了我们的一个指标，一个残酷又现实的指标，就像你学习一样，你不学习可以 但生活的方方面面可能会用到这些知识，这些推动你去学习，那么非要考试吗？其实真实上说也不太需要，可现实即使如此，现实社会里需要对你进行考核来分配地位，财富，长时间的考核太费时费力了，所以考试就诞生了，这些苦逼的打工人，他们不想舒舒服服的在家里，领着合适的工资，看着老婆孩子开心快乐的生活吗？他们就不想朝九晚五到点下班，加班有保险有工资翻倍奖励吗？这些原来都是有的，可在现在社会竞争压力变大，且有些人赚钱不满足就开始把别人的蛋糕划拉到自己盘子里了，连中建这种国家单位都在辛苦工作，那其他行业又好到哪里去了？说实话，这就是告诉发展带来的弊病，高速的发展激化了社会内卷，造成社会浮躁，经济起伏过大，并且随着社会内卷也加剧了人口缺口的增大，也就是新生儿少于死亡的老年人，人口数量正处于下降趋势，且现在正处于人口数量最多的70后80后壮年，要是再过几年，受计划生育压迫造成那个年代新生儿数量急剧减少的90后和00后，甚至更远点10后，这也就意味着中国进入了劳动力稀缺状态，各个岗位开始缺人，那时候就没有这些被逼到死的打工人了而且大家思想更开放了：我为啥非要生个孩子?我自己过着不快乐吗？我老了花点钱去养老院跟几个老东西一起老死不也很快乐?我之前截了个图我觉得很好的表达我对苦难的看法，很经典的话，也很现实。', '土木常见的，歌颂苦难，因为土木行业除了苦难，就没有什么可以说的亮点了。来时荒草萋萋，去时万家灯火，但是没有一盏灯是属于工人师傅、项目部土木人的。对，有的朋友可能会说，土木刚对于其他行业，就业门槛低，工资高，对，没错，土木行业确实就业门槛低，工资看着是比其他一些行业高，但是，施工行业是没有双休，没有法定节假日，没有加班工资，什么都没有，只有调休，而且，工程人大多都是外地工作，陪不了媳妇陪不了父母陪不了家人。就这还要被拿出来歌颂苦难，我实在不知道有什么好歌颂的，一天到晚灰头土脸，辛苦是项目的，荣誉是集团机关的，干好了来一句辛苦了，搞不好就背锅卷铺盖走人。咱也不说施工行业能来个双休，咱就是说加班工资能不能给，过年过节加班费，双倍工资能不能执行。那tm劳动法到底是保障了哪些劳动人民的权益？其他行业不了解，施工行业，大型私企待遇比G企好', '想内卷没问题，但是因为内卷多余创造的价值去哪里了？理论上，大家越内卷，创造的社会财富就应该越多（不然内卷的意义和目的是什么？），但是大家却没有因为内卷而获得匹配的回报，就好像所有的高三生都拼了命的做题，但升学率永远是那么高，不会因为所有人都内卷就让所有人都有大学上']",comments
