Topic,Count,Name,Representation,Representative_Docs,Data_Source
43,35,43_一直在宣传女性的生育行为_现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的 我觉得这是一个好的事情_现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的_现在越来越多的媒体人或者说知识,"['一直在宣传女性的生育行为', '现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的 我觉得这是一个好的事情', '现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的', '现在越来越多的媒体人或者说知识', '比如你评论的热情 她才是在宣传让女性享受安全健康的性 而很多人性', '比如你评论的热情 她才是在宣传让女性享受安全健康的性', '比如你评论的热情', '正确对待两性关系 共同努力 共同幸福', '正确对待两性关系 共同努力', '正确对待两性关系']","['比如你评论的热情，她才是在宣传让女性享受安全健康的性，而很多人性/教育匮乏，一直在宣传女性的生育行为', '是这样的 这是事实 女性在一直以来在两性生活中都承担了更多的风险和意外（因为一直以来的性教育的缺失与匮乏也让很多人并不会意识到对自己或者对对方的伤害） 关于生育环这个东西我也是最近几年才知道它对女性的伤害 现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的 我觉得这是一个好的事情 正确对待两性关系 共同努力 共同幸福', '是这样的 这是事实 女性在一直以来在两性生活中都承担了更多的风险和意外（因为一直以来的性教育的缺失与匮乏也让很多人并不会意识到对自己或者对对方的伤害） 关于生育环这个东西我也是最近几年才知道它对女性的伤害 现在越来越多的媒体人或者说知识 也让很多人意识到这是不好的 我觉得这是一个好的事情 正确对待两性关系 共同努力 共同幸福']",replies
44,34,44_高龄产妇___,"['高龄产妇', '', '', '', '', '', '', '', '', '']","['我觉得他们说的生孩子跟拉💩一样简单，女人35岁就是高龄产妇了，48岁生完肯定大伤元气，你看这不就没了，也不知道现在那孩子谁在养', '最重要的是已经47岁了，高龄产妇，不知道还好不好怀上', '年纪大了就不要考虑生娃了，高龄产妇']",replies
45,34,45_不是怕你受伤_这个功能就没用了 你的损失就不存在了 只要打胎不死_这个功能就没用了 你的损失就不存在了_这个功能就没用了,"['不是怕你受伤', '这个功能就没用了 你的损失就不存在了 只要打胎不死', '这个功能就没用了 你的损失就不存在了', '这个功能就没用了', '而是怕你因为打胎以后不能再生了 所谓的伤身体 就是怕伤害生育能力', '而是怕你因为打胎以后不能再生了 所谓的伤身体', '而是怕你因为打胎以后不能再生了', '所谓的伤身体 就是怕伤害生育能力 并不是怕你有什么', '所谓的伤身体 就是怕伤害生育能力', '所谓的伤身体']","['婚前打胎，不是怕你受伤，而是怕你因为打胎以后不能再生了，所谓的伤身体，就是怕伤害生育能力，并不是怕你有什么，对于已经生育的女性，这个功能就没用了，你的损失就不存在了，只要打胎不死，就等于没风险，你的生育能力已经使用完了，你的子宫已经不存在价值了。', '婚前打胎，不是怕你受伤，而是怕你因为打胎以后不能再生了，所谓的伤身体，就是怕伤害生育能力，并不是怕你有什么，对于已经生育的女性，这个功能就没用了，你的损失就不存在了，只要打胎不死，就等于没风险，你的生育能力已经使用完了，你的子宫已经不存在价值了。', '婚前打胎，不是怕你受伤，而是怕你因为打胎以后不能再生了，所谓的伤身体，就是怕伤害生育能力，并不是怕你有什么，对于已经生育的女性，这个功能就没用了，你的损失就不存在了，只要打胎不死，就等于没风险，你的生育能力已经使用完了，你的子宫已经不存在价值了。']",replies
46,33,46_想要就尽早 一定要在老大出社会之前 不然百分之80家庭都会有矛盾_我的名额也捐给你们_我的名额也捐给你们 尽一点微薄之力 加油_我的名额也捐给你们 尽一点微薄之力,"['想要就尽早 一定要在老大出社会之前 不然百分之80家庭都会有矛盾', '我的名额也捐给你们', '我的名额也捐给你们 尽一点微薄之力 加油', '我的名额也捐给你们 尽一点微薄之力', '一定要在老大出社会之前', '一定要在老大出社会之前 不然百分之80家庭都会有矛盾', '想要就尽早', '想要就尽早 一定要在老大出社会之前', '加油', '尊重祝福']","['尊重祝福。国家不是提议三胎吗，我的名额也捐给你们，尽一点微薄之力，加油', '反正我是觉得二胎三胎，想要就尽早，一定要在老大出社会之前，不然百分之80家庭都会有矛盾。', '反正我是觉得二胎三胎，想要就尽早，一定要在老大出社会之前，不然百分之80家庭都会有矛盾。']",replies
47,33,47_生育你做不了吗哈哈_我男的_没人强迫_想生都不能生,"['生育你做不了吗哈哈', '我男的', '没人强迫', '想生都不能生', '没有啊', '第一', '哈哈', '第二', '', '']","['对 没人强迫 哈哈 连对象都没有 想生都不能生 更别说我不想生', '生育你做不了吗哈哈', '生育你做不了吗哈哈']",replies
48,32,48_每次这么想想我是如此特别 更要努力生活了_每次这么想想我是如此特别_更要努力生活了_想不想生孩子,"['每次这么想想我是如此特别 更要努力生活了', '每次这么想想我是如此特别', '更要努力生活了', '想不想生孩子', '想不想结婚', '想不想结婚 想不想生孩子', '很遗憾', '在我看来', '经济压力', '生育']","['你去搜一下本能是什么意思，再来跟我扯这些好吗？人饿了会吃饭，是本能，但是你饿了也可以不吃饭。而且这都3202年了，想不想结婚，想不想生孩子，谁还能强迫你?你要不直接去问问你妈妈想不想生你不就好了吗？反正我妈是愿意的。→_→', '确实神奇，太阳系诞生生命的概率，地球诞生人类的概率，再加上父母相遇以及数量庞大的这几微米的东西相互竞争才有的我们，每次这么想想我是如此特别，更要努力生活了', '确实神奇，太阳系诞生生命的概率，地球诞生人类的概率，再加上父母相遇以及数量庞大的这几微米的东西相互竞争才有的我们，每次这么想想我是如此特别，更要努力生活了']",replies
49,32,49_卖淫_代孕_卖淫 代孕_据我所知,"['卖淫', '代孕', '卖淫 代孕', '据我所知', '自由', '强奸', '另一方面', '想多了', '那么', '是啊']","['据我所知 二战时期欧美盛行的这个人种举措 不仅仅针对女性 那是基因歧视和人种歧视 无关性别的 不是只有女性没有资格生育受到伤害 而是那些被列为“劣等人种”的所有人都遭受的伤害 那是当时欧美盛行的极端种族主义导致的 而简介中只单独强调了当时女性所遭受的迫害 营造出仅有女性遭到伤害的假象 所以说是恶意导向也不为过 视频是好视频 初衷也是好初衷 但造成这个现象并非性别歧视 更多的是受限于当时的社会条件和直到现在很多地方性教育的缺失导致的 没必要上升到两性矛盾 不可否认 目前仍存在部分男性歧视女性 但这并不代表所有中国人 中国应该算是男女平权做的最好的国家之一了 无论是政策上还是教育上 都很注重男女平权 至于就业问题 这不是男性的歧视 这是资本家的歧视 是资本家认为女性的剥削价值远低于男性 才会导致女性就业要难于男性 这个和广大中国男性无关 请不要总是这么偏激地去制造矛盾', '据我所知 二战时期欧美盛行的这个举措 不仅仅针对女性 那是基因歧视和人种歧视 并非性别 不是女性没有资格生育 而是那一部分被列为“劣等人种”的所有人都遭受的伤害 与其说是男权社会的产物 不如说是欧美盛行的极端种族主义导致的', '我一方面是想表示 被询问者的言论 不一定是议员理解的 “胎儿权大于孕妇权”的表现。 另一方面是想说，女性应当拥有主导自己身体的权利，但是“自由”是一个宽泛的概念，比起“是”或“否”的极端状态，更应当讨论“适用度”。 因为现实不同于理想中的环境，极端的自由也是一种无保护的状态，比如当女方的堕胎意愿大于男方时（强奸、卖淫、环境变故等情况）拥有堕胎自由对女性是有利的；但当男方的堕胎意愿大于女方时（出轨离婚之类的感情变故、骗奸后诱骗女方堕胎等情况）堕胎自由就无法保障女性的权益…… 换一个说法，如果认可女性对自己的身体拥有完全的自由，那么“卖淫、代孕”就也都是合理合法的，但实际上这种个体的“自由”会给女性整个群体带来可怕的伤害，为了避免这种伤害，就需要将“卖淫、代孕 的自由”让渡出去接受监管。 如果套用上一段的“公式”，一味的宣扬“堕胎自由”可能未必就只会带来好的结果。']",replies
50,31,50_国家技术发达_铁憨憨_这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨 铁憨憨_这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨,"['国家技术发达', '铁憨憨', '这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨 铁憨憨', '这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨', '这种人活该绝种 把世界繁衍和延续的责任全推到女性身上 说实话就是无能的表现', '这种人活该绝种 把世界繁衍和延续的责任全推到女性身上', '这种人活该绝种', '说实话就是无能的表现 真不生怎么了 大不了不就一起绝种吗', '说实话就是无能的表现 真不生怎么了', '说实话就是无能的表现']","['这种人活该绝种，把世界繁衍和延续的责任全推到女性身上，说实话就是无能的表现。真不生怎么了，大不了不就一起绝种吗？就你们男的怕死啊还是你有王位等着继承？某些雄性生物管好你自己的下半身就行了，未来几百年甚至几千年的事用你操心？有这功夫还不如多做环保来保证人类灭亡的晚一点。国家技术发达，生物技术也不是没有，这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨，铁憨憨。', '这种人活该绝种，把世界繁衍和延续的责任全推到女性身上，说实话就是无能的表现。真不生怎么了，大不了不就一起绝种吗？就你们男的怕死啊还是你有王位等着继承？某些雄性生物管好你自己的下半身就行了，未来几百年甚至几千年的事用你操心？有这功夫还不如多做环保来保证人类灭亡的晚一点。国家技术发达，生物技术也不是没有，这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨，铁憨憨。', '这种人活该绝种，把世界繁衍和延续的责任全推到女性身上，说实话就是无能的表现。真不生怎么了，大不了不就一起绝种吗？就你们男的怕死啊还是你有王位等着继承？某些雄性生物管好你自己的下半身就行了，未来几百年甚至几千年的事用你操心？有这功夫还不如多做环保来保证人类灭亡的晚一点。国家技术发达，生物技术也不是没有，这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨，铁憨憨。']",replies
51,30,51_不是歧视 是很正常的思维 作为企业你是希望你招到进来没几天就休产假_企业可以给福利_企业可以给福利 但不能被人骗福利啊_企业不养闲人,"['不是歧视 是很正常的思维 作为企业你是希望你招到进来没几天就休产假', '企业可以给福利', '企业可以给福利 但不能被人骗福利啊', '企业不养闲人', '不是歧视 是很正常的思维', '是很正常的思维 作为企业你是希望你招到进来没几天就休产假', '是很正常的思维', '作为企业你是希望你招到进来没几天就休产假 还是说进来骗个产假就走人的员工 还是希望招到能为你产生经济效益的员工', '作为企业你是希望你招到进来没几天就休产假 还是说进来骗个产假就走人的员工', '作为企业你是希望你招到进来没几天就休产假']","['不是歧视，是很正常的思维，作为企业你是希望你招到进来没几天就休产假，还是说进来骗个产假就走人的员工，还是希望招到能为你产生经济效益的员工？企业可以给福利，但不能被人骗福利啊。企业不养闲人。', '不是歧视，是很正常的思维，作为企业你是希望你招到进来没几天就休产假，还是说进来骗个产假就走人的员工，还是希望招到能为你产生经济效益的员工？企业可以给福利，但不能被人骗福利啊。企业不养闲人。', '不是歧视，是很正常的思维，作为企业你是希望你招到进来没几天就休产假，还是说进来骗个产假就走人的员工，还是希望招到能为你产生经济效益的员工？企业可以给福利，但不能被人骗福利啊。企业不养闲人。']",replies
52,30,52_意外怀孕_以至于很多女孩以为很容易就意外怀孕了_而且不要过于相信男人 把避孕工作都交给男人_而且不要过于相信男人,"['意外怀孕', '以至于很多女孩以为很容易就意外怀孕了', '而且不要过于相信男人 把避孕工作都交给男人', '而且不要过于相信男人', '真的求求那些姐妹们寻思寻思吧 完全不想要孩子的话 避孕工作还是得自己谨慎些', '而且不要过于相信男人 把避孕工作都交给男人 看看多少丁克家庭还能意外怀孕然后由于种种原因就留下了孩子', '真的求求那些姐妹们寻思寻思吧', '真的听过好多人所谓的 意外怀孕 其实是安全期', '真的听过好多人所谓的 意外怀孕', '真的听过好多人所谓的']","['是的 真的听过好多人所谓的“意外怀孕”其实是安全期、体外、晚带T之类的怀上的，但还觉得是“意外怀孕”，以至于很多女孩以为很容易就意外怀孕了，其实科学避孕的话根本不容易！！!而且不要过于相信男人，把避孕工作都交给男人，看看多少丁克家庭还能意外怀孕然后由于种种原因就留下了孩子，真的求求那些姐妹们寻思寻思吧，完全不想要孩子的话，避孕工作还是得自己谨慎些。', '是的 真的听过好多人所谓的“意外怀孕”其实是安全期、体外、晚带T之类的怀上的，但还觉得是“意外怀孕”，以至于很多女孩以为很容易就意外怀孕了，其实科学避孕的话根本不容易！！!而且不要过于相信男人，把避孕工作都交给男人，看看多少丁克家庭还能意外怀孕然后由于种种原因就留下了孩子，真的求求那些姐妹们寻思寻思吧，完全不想要孩子的话，避孕工作还是得自己谨慎些。', '是的 真的听过好多人所谓的“意外怀孕”其实是安全期、体外、晚带T之类的怀上的，但还觉得是“意外怀孕”，以至于很多女孩以为很容易就意外怀孕了，其实科学避孕的话根本不容易！！!而且不要过于相信男人，把避孕工作都交给男人，看看多少丁克家庭还能意外怀孕然后由于种种原因就留下了孩子，真的求求那些姐妹们寻思寻思吧，完全不想要孩子的话，避孕工作还是得自己谨慎些。']",replies
53,30,53_好兄弟我家第一胎也是自然流产_好兄弟我家第一胎也是自然流产 第二胎自然怀孕现在也会叫爸爸妈妈了_第二胎自然怀孕现在也会叫爸爸妈妈了_第二胎自然怀孕现在也会叫爸爸妈妈了 好兄弟我家第一胎也是自然流产 第二胎自然怀孕现在也会叫爸爸妈妈了,"['好兄弟我家第一胎也是自然流产', '好兄弟我家第一胎也是自然流产 第二胎自然怀孕现在也会叫爸爸妈妈了', '第二胎自然怀孕现在也会叫爸爸妈妈了', '第二胎自然怀孕现在也会叫爸爸妈妈了 好兄弟我家第一胎也是自然流产 第二胎自然怀孕现在也会叫爸爸妈妈了', '第二胎自然怀孕现在也会叫爸爸妈妈了 好兄弟我家第一胎也是自然流产', '好兄弟我家第一胎也是自然流产 第二胎自然怀孕现在也会叫爸爸妈妈了 好兄弟我家第一胎也是自然流产', '一般来说剖腹产后过两年了才能要孩子', '一般来说剖腹产后过两年了才能要孩子 我一胎剖腹产生后才第十个月就有了二胎 不过幸好都很健康的度过了孕期到足月就剖出来了', '我二胎就是这么来的 我比你大一岁', '我二胎就是这么来的 我比你大一岁 去年一胎姐姐今年二胎弟弟']","['好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了', '好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了', '好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了']",replies
54,30,54_我也不喜欢小孩_想生都不能生_我妈也想要我生孩子我自己小时候那条街的孩子都是我带着捣蛋的我可不想生个小恶魔_不一定,"['我也不喜欢小孩', '想生都不能生', '我妈也想要我生孩子我自己小时候那条街的孩子都是我带着捣蛋的我可不想生个小恶魔', '不一定', '就这么简单', '姐妹', '不想生就不生', '', '', '']","['没人强迫我生孩子 因为我连对象都没有 想生都不能生 只是说不想生而已 男人或女人都有不想要孩子的 生孩子生完之后 还要养和教孩子 需要金钱时间和精力 缺一不可 每个人想法不同很正常 那些想生孩子的人当然可以去生 这个没有问题 不想要孩子的人就不要 就那么简单', '我连姨妈来的痛都忍不住，还要生孩子，如果可以不生，真的不想生，人类要繁衍就繁衍去，管我什么事，我把自己过好就行了，我也不喜欢小孩，母亲都很伟大，但我不想当伟大的人。', '我妈也想要我生孩子我自己小时候那条街的孩子都是我带着捣蛋的我可不想生个小恶魔']",replies
55,29,55_不想生就不生_所以不想生的也别觉得想生的想不开_不想生可以不生_想生就生,"['不想生就不生', '所以不想生的也别觉得想生的想不开', '不想生可以不生', '想生就生', '想生就生不想生就不生', '想生就生 不想生就不生', '没人逼你', '对对', '我不想生', '很正常']","['不自私啊 宝 这是我们选择的权利 我们想生就生 不想生就不生', '想生就生，不想生就不生，这是每个人都有的选择权嘛', '不想生就不生，想生就生']",replies
56,29,56_这就是就业歧视啊_这就是就业歧视啊 这就是就业歧视啊_这就是就业歧视啊 这就是就业歧视啊 这就是就业歧视啊_,"['这就是就业歧视啊', '这就是就业歧视啊 这就是就业歧视啊', '这就是就业歧视啊 这就是就业歧视啊 这就是就业歧视啊', '', '', '', '', '', '', '']","['这就是就业歧视啊😦😦', '这就是就业歧视啊😦😦', '这就是就业歧视啊😦😦']",replies
57,27,57_其实可以在结扎之前让相关机构把精子储存起来 现在也有这种方式_其实可以在结扎之前让相关机构把精子储存起来_结扎之后 如果想要生育再把输精管接上的话 短时间内生育没问题的_短时间内生育没问题的,"['其实可以在结扎之前让相关机构把精子储存起来 现在也有这种方式', '其实可以在结扎之前让相关机构把精子储存起来', '结扎之后 如果想要生育再把输精管接上的话 短时间内生育没问题的', '短时间内生育没问题的', '结扎之后 如果想要生育再把输精管接上的话', '结扎之后', '现在也有这种方式 结扎之后', '现在也有这种方式 结扎之后 如果想要生育再把输精管接上的话', '现在也有这种方式', '时间久了还是会有点影响']","['其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。', '其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。', '其实可以在结扎之前让相关机构把精子储存起来。 现在也有这种方式，结扎之后，如果想要生育再把输精管接上的话。短时间内生育没问题的，时间久了还是会有点影响。']",replies
58,27,58_后来发现自己身上有生长纹_很羡慕那些没有生长纹_小时候没关注过自己身体情况 后来发现自己身上有生长纹_小时候没关注过自己身体情况,"['后来发现自己身上有生长纹', '很羡慕那些没有生长纹', '小时候没关注过自己身体情况 后来发现自己身上有生长纹', '小时候没关注过自己身体情况', '后来发现自己身上有生长纹 特别丑 真的很难受', '后来发现自己身上有生长纹 特别丑', '小时候没关注过自己身体情况 后来发现自己身上有生长纹 特别丑', '皮肤光滑的人', '皮肤光滑的人 所以我真的不敢想象自己生育后有了妊娠纹该多么痛苦', '特别丑']","['小时候没关注过自己身体情况，后来发现自己身上有生长纹，特别丑，真的很难受，很羡慕那些没有生长纹，皮肤光滑的人。所以我真的不敢想象自己生育后有了妊娠纹该多么痛苦。', '小时候没关注过自己身体情况，后来发现自己身上有生长纹，特别丑，真的很难受，很羡慕那些没有生长纹，皮肤光滑的人。所以我真的不敢想象自己生育后有了妊娠纹该多么痛苦。', '小时候没关注过自己身体情况，后来发现自己身上有生长纹，特别丑，真的很难受，很羡慕那些没有生长纹，皮肤光滑的人。所以我真的不敢想象自己生育后有了妊娠纹该多么痛苦。']",replies
59,27,59_不应该在节育上再受伤害_生育_生孩子警告_最后一句,"['不应该在节育上再受伤害', '生育', '生孩子警告', '最后一句', '歧视女性', '主要是', '身材走样', '大家都一样', '有什么问题吗', '你说']","['女性在“性”和“生育”方面付出“太多”，怕你读不懂把重点给你标出来了，你再看看你说的是什么', '我有说男性没付出吗？你们到底看不看的懂啊，人家说“性”和“生育”方面付出更多，全在这杠男性其他方面的贡献，上面那个明明就看不明白还一直杠的杠精就是这样。。。真。。。', '你的观点我支持，但是以后一句我匪夷所思。“女性在性和生育方面付出太多，不应该在节育上再受伤害。”同样的，在学校，家庭和社会的关照，以及退休待遇，寿命等方面，男性牺牲得也特别多啊。中国社会目前来说，男女都有牺牲，只不过牺牲的方面不同。啥叫“女性在性和生育方面付出太多，不应该在节育上再受伤害。”那我也可以说，“男性在学校，家庭和社会，以及退休待遇和寿命方面牺牲太多，不应该在节育上再受伤害。”那么，你觉得我这句话合理吗？']",replies
60,27,60_是啊_拉倒吧__,"['是啊', '拉倒吧', '', '', '', '', '', '', '', '']","['拉倒吧，看看二胎，三胎的性别比清醒一下吧', '是啊，都三胎三胎的', '是啊，现在国家也劝人家生三胎呢。']",replies
61,26,61_我不想生孩子_不想生了_怕了_我就是,"['我不想生孩子', '不想生了', '怕了', '我就是', '不想生孩子', '对呀', '不想生', '', '', '']","['因为生三胎了，不想生了。', '啊好可怕，我不想生孩子', '我不想生孩子。。。']",replies
62,25,62_必须证明有实际原因才能够结束妊娠 孕12周以及孕14周以上 由于有可能已经能辨别胎儿性别_为了防止由于性别原因而发生的终止妊娠_为了防止由于性别原因而发生的终止妊娠 必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明_为了防止由于性别原因而发生的终止妊娠 必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明 医院才能给予操作,"['必须证明有实际原因才能够结束妊娠 孕12周以及孕14周以上 由于有可能已经能辨别胎儿性别', '为了防止由于性别原因而发生的终止妊娠', '为了防止由于性别原因而发生的终止妊娠 必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明', '为了防止由于性别原因而发生的终止妊娠 必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明 医院才能给予操作', '但是中期以及晚期则需要医院或者社区开出的证明', '但是中期以及晚期则需要医院或者社区开出的证明 必须证明有实际原因才能够结束妊娠', '但是中期以及晚期则需要医院或者社区开出的证明 必须证明有实际原因才能够结束妊娠 孕12周以及孕14周以上', '由于有可能已经能辨别胎儿性别 为了防止由于性别原因而发生的终止妊娠 必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明', '医院才能给予操作', '孕12周以及孕14周以上']","['怀孕初期打胎一般不需要特殊证明，但是中期以及晚期则需要医院或者社区开出的证明，必须证明有实际原因才能够结束妊娠。孕12周以及孕14周以上，由于有可能已经能辨别胎儿性别，为了防止由于性别原因而发生的终止妊娠，必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明，医院才能给予操作。', '为了防止耗材来杠说什么你国也一样，我现在先写出来 :怀孕初期打胎一般不需要特殊证明，但是中期以及晚期则需要医院或者社区开出的证明，必须证明有实际原因才能够结束妊娠。孕12周以及孕14周以上，由于有可能已经能辨别胎儿性别，为了防止由于性别原因而发生的终止妊娠，必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明，医院才能给予操作。', '为了防止耗材来杠说什么你国也一样，我现在先写出来 :怀孕初期打胎一般不需要特殊证明，但是中期以及晚期则需要医院或者社区开出的证明，必须证明有实际原因才能够结束妊娠。孕12周以及孕14周以上，由于有可能已经能辨别胎儿性别，为了防止由于性别原因而发生的终止妊娠，必须是医院开出的胎儿有具体疾病或者社区开出不宜生育的证明，医院才能给予操作。这条评论说的就是你这种玩意儿']",replies
63,24,63_你其实也是爱我的对吧_这么多年了我其实还是忘不了他 我们离婚吧 就算你不放手我也要_你其实也是爱我的对吧 做人还是糊涂一点好 我以后不会这样了_你其实也是爱我的对吧 做人还是糊涂一点好,"['你其实也是爱我的对吧', '这么多年了我其实还是忘不了他 我们离婚吧 就算你不放手我也要', '你其实也是爱我的对吧 做人还是糊涂一点好 我以后不会这样了', '你其实也是爱我的对吧 做人还是糊涂一点好', '我还是爱你的 你其实也是爱我的对吧 做人还是糊涂一点好', '我还是爱你的 你其实也是爱我的对吧', '我以后不会这样了 我们和好吧 反正孩子叫的你爸爸', '你难道狠心拆散别人父子两 这么多年了我其实还是忘不了他', '我们和好吧 反正孩子叫的你爸爸', '我们和好吧 反正孩子叫的你爸爸 我们一家人好好的']","['他只是蹭了蹭 戴了 一毫米也是保持距离 中途他趁我不注意摘掉了 事后我吃过药了 我只是犯了正常女孩子都会犯的错而已 放心，孩子绝对是你的 可能是孕期酱油吃多了 或许是医院抱错了 孩子长的有点像就可以了 血缘关系真的那么重要吗 做人不要斤斤计较 我生孩子受了多少罪，你就只在乎是不是你的 都已经生下来了，也是一条鲜活生命 当时我拼了命的反抗 其实我也是受害者，你就不能体谅体谅我吗 你根本不爱我，渣男 抛开事实不谈，就算我有错，你就没有一点点错吗 我还是爱你的 你其实也是爱我的对吧 做人还是糊涂一点好 我以后不会这样了 我们和好吧 反正孩子叫的你爸爸 我们一家人好好的 他来找我了 他毕竟是孩子的亲生父亲 你难道狠心拆散别人父子两 这么多年了我其实还是忘不了他 我们离婚吧 就算你不放手我也要 跟他在一起 今晚他要过来，你去客厅睡吧 他都戴了你还要怎样 我又怀孕了 那天人太多，我也不确定是谁的 我现在实在没办法才来找你 我现在才知道你的好 其实你还是爱我的，对吗 终究是一个人承担了所有 男人 就没一个好东西', '他只是蹭了蹭 戴了 一毫米也是保持距离 中途他趁我不注意摘掉了 事后我吃过药了 我只是犯了正常女孩子都会犯的错而已 放心，孩子绝对是你的 可能是孕期酱油吃多了 或许是医院抱错了 孩子长的有点像就可以了 血缘关系真的那么重要吗 做人不要斤斤计较 我生孩子受了多少罪，你就只在乎是不是你的 都已经生下来了，也是一条鲜活生命 当时我拼了命的反抗 其实我也是受害者，你就不能体谅体谅我吗 你根本不爱我，渣男 抛开事实不谈，就算我有错，你就没有一点点错吗 我还是爱你的 你其实也是爱我的对吧 做人还是糊涂一点好 我以后不会这样了 我们和好吧 反正孩子叫的你爸爸 我们一家人好好的 他来找我了 他毕竟是孩子的亲生父亲 你难道狠心拆散别人父子两 这么多年了我其实还是忘不了他 我们离婚吧 就算你不放手我也要 跟他在一起 今晚他要过来，你去客厅睡吧 他都戴了你还要怎样 我又怀孕了 那天人太多，我也不确定是谁的 我现在实在没办法才来找你 我现在才知道你的好 其实你还是爱我的，对吗 终究是一个人承担了所有 男人 就没一个好东西', '看看我的这个 起码前面的孩子是你亲生的 他只是蹭了蹭 戴了 一毫米也是保持距离 中途他趁我不注意摘掉了 事后我吃过药了 我只是犯了正常女孩子都会犯的错而已 放心，孩子绝对是你的 可能是孕期酱油吃多了 或许是医院抱错了 孩子长的有点像就可以了 血缘关系真的那么重要吗 做人不要斤斤计较 我生孩子受了多少罪，你就只在乎是不是你的 都已经生下来了，也是一条鲜活生命 当时我拼了命的反抗 其实我也是受害者，你就不能体谅体谅我吗 你根本不爱我，渣男 抛开事实不谈，就算我有错，你就没有一点点错吗 我还是爱你的 你其实也是爱我的对吧 做人还是糊涂一点好 我以后不会这样了 我们和好吧 反正孩子叫的你爸爸 我们一家人好好的 他来找我了 他毕竟是孩子的亲生父亲 你难道狠心拆散别人父子两 这么多年了我其实还是忘不了他 我们离婚吧 就算你不放手我也要 跟他在一起 今晚他要过来，你去客厅睡吧 他都戴了你还要怎样 我又怀孕了 那天人太多，我也不确定是谁的 我现在实在没办法才来找你 我现在才知道你的好 其实你还是爱我的，对吗 终究是一个人承担了所有 男人 就没一个好东西😭']",replies
64,24,64_你也没必要阴阳怪气地提出一个地狱笑话_确实对我的妈妈就越愧疚_现在也对我妈妈很好 如果我还在我妈妈肚子里的时候 她想要流掉我就是一件不需要任何人置喙的事情_现在也对我妈妈很好 如果我还在我妈妈肚子里的时候,"['你也没必要阴阳怪气地提出一个地狱笑话', '确实对我的妈妈就越愧疚', '现在也对我妈妈很好 如果我还在我妈妈肚子里的时候 她想要流掉我就是一件不需要任何人置喙的事情', '现在也对我妈妈很好 如果我还在我妈妈肚子里的时候', '现在也对我妈妈很好', '我越了解到生育对女性的影响 确实对我的妈妈就越愧疚 现在也对我妈妈很好', '我越了解到生育对女性的影响 确实对我的妈妈就越愧疚', '我越了解到生育对女性的影响', '确实对我的妈妈就越愧疚 现在也对我妈妈很好', '很多人认为还在肚子里的东西还不算人 你的前半段假设就相当于是无效的']","['我越了解到生育对女性的影响，确实对我的妈妈就越愧疚，现在也对我妈妈很好。如果我还在我妈妈肚子里的时候，她想要流掉我就是一件不需要任何人置喙的事情。你也没必要阴阳怪气地提出一个地狱笑话，很多人认为还在肚子里的东西还不算人，你的前半段假设就相当于是无效的。', '我越了解到生育对女性的影响，确实对我的妈妈就越愧疚，现在也对我妈妈很好。如果我还在我妈妈肚子里的时候，她想要流掉我就是一件不需要任何人置喙的事情。你也没必要阴阳怪气地提出一个地狱笑话，很多人认为还在肚子里的东西还不算人，你的前半段假设就相当于是无效的。', '我越了解到生育对女性的影响，确实对我的妈妈就越愧疚，现在也对我妈妈很好。如果我还在我妈妈肚子里的时候，她想要流掉我就是一件不需要任何人置喙的事情。你也没必要阴阳怪气地提出一个地狱笑话，很多人认为还在肚子里的东西还不算人，你的前半段假设就相当于是无效的。']",replies
